HS 2012 Product Code,HS 2012 Product Description,HS 2007 Product Code,HS 2007 Product Description
030461,Tilapias (Oreochromis spp.),030429,"Fish fillets&other fish meat (excl. of 0304.21-0304.92, whether/not minced), frozen fillets"
030462,"Catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)",030429,"Fish fillets&other fish meat (excl. of 0304.21-0304.92, whether/not minced), frozen fillets"
030463,Nile Perch (Lates niloticus),030429,"Fish fillets&other fish meat (excl. of 0304.21-0304.92, whether/not minced), frozen fillets"
030469,Other,030429,"Fish fillets&other fish meat (excl. of 0304.21-0304.92, whether/not minced), frozen fillets"
030471,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",030429,"Fish fillets&other fish meat (excl. of 0304.21-0304.92, whether/not minced), frozen fillets"
030472,Haddock (Melanogrammus aeglefinus),030429,"Fish fillets&other fish meat (excl. of 0304.21-0304.92, whether/not minced), frozen fillets"
030473,Coalfish (Pollachius virens),030429,"Fish fillets&other fish meat (excl. of 0304.21-0304.92, whether/not minced), frozen fillets"
030474,"Hake (Merluccius spp., Urophycis spp.)",030429,"Fish fillets&other fish meat (excl. of 0304.21-0304.92, whether/not minced), frozen fillets"
030475,Alaska Pollack (Theragra chalcogramma),030429,"Fish fillets&other fish meat (excl. of 0304.21-0304.92, whether/not minced), frozen fillets"
030479,Other,030429,"Fish fillets&other fish meat (excl. of 0304.21-0304.92, whether/not minced), frozen fillets"
030481,"Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic salmon (Salmo salar) and Danube salmon (Huchohucho)",030429,"Fish fillets&other fish meat (excl. of 0304.21-0304.92, whether/not minced), frozen fillets"
030482,"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",030429,"Fish fillets&other fish meat (excl. of 0304.21-0304.92, whether/not minced), frozen fillets"
030483,"Flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae)",030429,"Fish fillets&other fish meat (excl. of 0304.21-0304.92, whether/not minced), frozen fillets"
030484,Swordfish (Xiphias gladius),030421,"Swordfish (Xiphias gladius),frozen fillets"
030485,Toothfish (Dissostichus spp.),030422,"Toothfish (Dissostichus spp.), frozen fillets"
030486,"Herrings (Clupea harengus, Clupea pallasii)",030429,"Fish fillets&other fish meat (excl. of 0304.21-0304.92, whether/not minced), frozen fillets"
030487,"Tunas (of the genus Thunnus), skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis)",030429,"Fish fillets&other fish meat (excl. of 0304.21-0304.92, whether/not minced), frozen fillets"
030489,Other,030429,"Fish fillets&other fish meat (excl. of 0304.21-0304.92, whether/not minced), frozen fillets"
030491,Swordfish (Xiphias gladius),030491,"Swordfish (Xiphias gladius),n.e.s."
030492,Toothfish (Dissostichus spp.),030492,"Toothfish (Dissostichus spp.),n.e.s."
030493,"Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus), eels (Anguilla sp",030499,"Fish fillets&other fish meat (excl. of 0304.11-0304.29, whether/not minced),n.e.s."
030494,Alaska Pollack (Theragra chalcogramma),030499,"Fish fillets&other fish meat (excl. of 0304.11-0304.29, whether/not minced),n.e.s."
030495,"Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae, other than Alaska Pollack (Theragra chalcogramma)",030499,"Fish fillets&other fish meat (excl. of 0304.11-0304.29, whether/not minced),n.e.s."
030499,Other,030499,"Fish fillets&other fish meat (excl. of 0304.11-0304.29, whether/not minced),n.e.s."
030510,"Flours, meals and pellets of fish, fit for human consumption",030510,"Flours, meals & pellets of fish, fit for human consumption"
030520,"Livers and roes of fish, dried, smoked, salted or in brine",030520,"Livers & roes of fish, dried/smoked/salted/in brine"
030531,"Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus), eels (Anguilla sp",030530,"Fish fillets, dried/salted/in brine but not smoked"
030532,"Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae",030530,"Fish fillets, dried/salted/in brine but not smoked"
030539,Other,030530,"Fish fillets, dried/salted/in brine but not smoked"
030541,"Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)",030541,"Pacific salmon/Atlantic salmon/Danube salmon [see list of conventions for species incld.], smoked, incl. fillets"
030542,"Herrings (Clupea harengus, Clupea pallasii)",030542,"Herrings (Clupea harengus/pallasii), smoked, incl. fillets"
030543,"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",030549,"Smoked fish (excl. of 0305.41 & 0305.42), incl. fillets"
030544,"Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus), eels (Anguilla sp",030549,"Smoked fish (excl. of 0305.41 & 0305.42), incl. fillets"
030549,Other,030549,"Smoked fish (excl. of 0305.41 & 0305.42), incl. fillets"
030551,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",030551,"Cod (Gadus morhua/ogac/macrocephalus), dried, whether/not salted but not smoked"
030559,Other,030559,"Dried fish other than cod (Gadus morhua/ogac/macrocephalus), whether/not salted but not smoked"
030561,"Herrings (Clupea harengus, Clupea pallasii)",030561,"Herrings (Clupea harengus/pallasii), salted (but not dried/smoked)/in brine"
030562,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",030562,"Cod (Gadus morhua/ogac/macrocephalus), salted (but not dried/smoked)/in brine"
030563,Anchovies (Engraulis spp.),030563,"Anchovies (Engraulis spp.), salted (but not dried/smoked)/in brine"
030564,"Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus), eels (Anguilla sp",030569,"Fish other than herrings (Clupea harengus/pallasii), cod (Gadus morhua/ogac/macrocephalus) & anchovies (Engraulis spp.), salted (but not dried/smoked)/in brine"
030569,Other,030569,"Fish other than herrings (Clupea harengus/pallasii), cod (Gadus morhua/ogac/macrocephalus) & anchovies (Engraulis spp.), salted (but not dried/smoked)/in brine"
030571,Shark fins,030559,"Dried fish other than cod (Gadus morhua/ogac/macrocephalus), whether/not salted but not smoked"
030572,"Fish heads, tails and maws",030569,"Fish other than herrings (Clupea harengus/pallasii), cod (Gadus morhua/ogac/macrocephalus) & anchovies (Engraulis spp.), salted (but not dried/smoked)/in brine"
030579,Other,030569,"Fish other than herrings (Clupea harengus/pallasii), cod (Gadus morhua/ogac/macrocephalus) & anchovies (Engraulis spp.), salted (but not dried/smoked)/in brine"
030611,"Rock lobster and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.)",030611,"Rock lobster & other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.), whether/not in shell, frozen"
030612,Lobsters (Homarus spp.),030612,"Lobsters (Homarus spp.), whether/not in shell, frozen"
030614,Crabs,030614,"Crabs, whether/not in shell, frozen"
030615,Norway lobsters (Nephrops norvegicus),030619,"Frozen crustaceans (excl. of 0306.11-0306.14); frozen flours/meals/pellets of crustaceans, fit for human consumption"
030616,"Cold-water shrimps and prawns (Pandalus spp., Crangon crangon)",030613,"Shrimps & prawns, whether/not in shell, frozen"
030617,Other shrimps and prawns,030613,"Shrimps & prawns, whether/not in shell, frozen"
030619,"Other, including flours, meals and pellets of crustaceans, fit for human consumption",030619,"Frozen crustaceans (excl. of 0306.11-0306.14); frozen flours/meals/pellets of crustaceans, fit for human consumption"
030621,"Rock lobster and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.)",030621,"Rock lobster & other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.), whether/not in shell, other than frozen"
030622,Lobsters (Homarus spp.),030622,"Lobsters (Homarus spp.), whether/not in shell, other than frozen"
030624,Crabs,030624,"Crabs, whether/not in shell, other than frozen"
030625,Norway lobsters (Nephrops norvegicus),030629,"Crustaceans, other than frozen (excl. of 0306.21-0306.24); flours/meals/pellets of crustaceans, fit for human consumption, other than frozen"
030626,"Cold-water shrimps and prawns (Pandalus spp., Crangon crangon)",030623,"Shrimps & prawns, whether/not in shell, other than frozen"
030627,Other shrimps and prawns,030623,"Shrimps & prawns, whether/not in shell, other than frozen"
030629,"Other, including flours, meals and pellets of crustaceans, fit for human consumption",030629,"Crustaceans, other than frozen (excl. of 0306.21-0306.24); flours/meals/pellets of crustaceans, fit for human consumption, other than frozen"
030711,"Live, fresh or chilled",030710,"Oysters, whether/not in shell, live/fresh/chilled/frozen/dried/salted/in brine"
030719,Other,030710,"Oysters, whether/not in shell, live/fresh/chilled/frozen/dried/salted/in brine"
030721,"Live, fresh or chilled",030721,"Scallops, incl. queen scallops (genera Pecten/Chlamys/Placopecten), live/fresh/chilled"
030729,Other,030729,"Scallops, incl. queen scallops (genera Pecten/Chlamys/Placopecten), other than live/fresh/chilled"
030731,"Live, fresh or chilled",030731,"Mussels (Mytilus spp., Perna spp.), live/fresh/chilled"
030739,Other,030739,"Mussels (Mytilus spp., Perna spp.), other than live/fresh/chilled"
030741,"Live, fresh or chilled",030741,"Cuttle fish (Sepia officinalis, Rossia macrosoma, Sepiola spp.) & squid (Ommastrephes spp., Loligo spp., Nototodarus spp., Sepioteuthis spp.), live/fresh/chilled"
030749,Other,030749,"Cuttle fish (Sepia officinalis, Rossia macrosoma, Sepiola spp.) & squid (Ommastrephes spp., Loligo spp., Nototodarus spp., Sepioteuthis spp.), other than live/fresh/chilled"
030751,"Live, fresh or chilled",030751,"Octopus (Octopus spp.), live/fresh/chilled"
030759,Other,030759,"Octopus (Octopus spp.), other than live/fresh/chilled"
030760,"Snails, other than sea snails",030760,Snails (excl. sea snails)
030771,"Live, fresh or chilled",030791,"Molluscs & invertebrates (excl. of 0307.10-0307.60), live/fresh/chilled"
030779,Other,030799,"Molluscs & invertebrates (excl. of 0307.10-0307.60), frozen/dried/salted/in brine; incl. flours/meals/pellets of aquatic invertebrates other than crustaceans, fit for human consumption"
030781,"Live, fresh or chilled",030791,"Molluscs & invertebrates (excl. of 0307.10-0307.60), live/fresh/chilled"
030789,Other,030799,"Molluscs & invertebrates (excl. of 0307.10-0307.60), frozen/dried/salted/in brine; incl. flours/meals/pellets of aquatic invertebrates other than crustaceans, fit for human consumption"
030791,"Live, fresh or chilled",030791,"Molluscs & invertebrates (excl. of 0307.10-0307.60), live/fresh/chilled"
030799,Other,030799,"Molluscs & invertebrates (excl. of 0307.10-0307.60), frozen/dried/salted/in brine; incl. flours/meals/pellets of aquatic invertebrates other than crustaceans, fit for human consumption"
030811,"Live, fresh or chilled",030791,"Molluscs & invertebrates (excl. of 0307.10-0307.60), live/fresh/chilled"
030819,Other,030799,"Molluscs & invertebrates (excl. of 0307.10-0307.60), frozen/dried/salted/in brine; incl. flours/meals/pellets of aquatic invertebrates other than crustaceans, fit for human consumption"
030821,"Live, fresh or chilled",030791,"Molluscs & invertebrates (excl. of 0307.10-0307.60), live/fresh/chilled"
030829,Other,030799,"Molluscs & invertebrates (excl. of 0307.10-0307.60), frozen/dried/salted/in brine; incl. flours/meals/pellets of aquatic invertebrates other than crustaceans, fit for human consumption"
030830,Jellyfish (Rhopilema spp.),030799,"Molluscs & invertebrates (excl. of 0307.10-0307.60), frozen/dried/salted/in brine; incl. flours/meals/pellets of aquatic invertebrates other than crustaceans, fit for human consumption"
030890,Other,030799,"Molluscs & invertebrates (excl. of 0307.10-0307.60), frozen/dried/salted/in brine; incl. flours/meals/pellets of aquatic invertebrates other than crustaceans, fit for human consumption"
040110,"Of a fat content, by weight, not exceeding 1 %",040110,"Milk & cream, not concentrated/sweetened, fat content by weight not >1%"
040120,"Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",040120,"Milk & cream, not concentrated/sweetened, fat content by weight >1% but not >6%"
040140,"Of a fat content, by weight, exceeding 6 % but not exceeding 10 %",040130,"Milk & cream, not concentrated/sweetened, fat content by weight >6%"
040150,"Of a fat content, by weight, exceeding 10 %",040130,"Milk & cream, not concentrated/sweetened, fat content by weight >6%"
040210,"In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %",040210,"Milk in powder/granules/other solid form, fat content by weight not >1.5%"
040221,Not containing added sugar or other sweetening matter,040221,"Milk in powder/granules/other solid form, unsweetened, fat content by weight >1.5%"
040229,Other,040229,"Milk in powder/granules/other solid form, sweetened, fat content by weight >1.5%"
040291,Not containing added sugar or other sweetening matter,040291,"Milk & cream, concentrated (excl. in powder), unsweetened"
040299,Other,040299,"Milk & cream, concentrated (excl. in powder), sweetened"
040310,Yogurt,040310,Yogurt
040390,Other,040390,"Buttermilk/curdled milk & cream/kephir & other fermented/acidified milk & cream, whether/not concentrated/sweetened/flavoured/containing fruit/nuts/cocoa"
040410,"Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",040410,"Whey & modified whey, whether/not concentrated/sweetened"
040490,Other,040490,"Milk products of natural milk constituents, whether/not sweetened, n.e.s."
040510,Butter,040510,Butter
040520,Dairy spreads,040520,Dairy spreads
040590,Other,040590,"Fats & oils derived from milk, other than butter & dairy spreads"
040610,"Fresh (unripened or uncured) cheese, including whey cheese, and curd",040610,"Fresh (unripened/uncured) cheese, incl. whey cheese, & curd"
040620,"Grated or powdered cheese, of all kinds",040620,"Grated/powdered cheese, of all kinds"
040630,"Processed cheese, not grated or powdered",040630,"Processed cheese, not grated/powdered"
040640,Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,040640,Blue-veined cheese
040690,Other cheese,040690,Cheese (excl. of 0406.10-0406.40)
040711,Of fowls of the species Gallus domesticus,040700,"Birds' eggs, in shell, fresh/preserved/cooked"
040719,Other,040700,"Birds' eggs, in shell, fresh/preserved/cooked"
040721,Of fowls of the species Gallus domesticus,040700,"Birds' eggs, in shell, fresh/preserved/cooked"
040729,Other,040700,"Birds' eggs, in shell, fresh/preserved/cooked"
040790,Others,040700,"Birds' eggs, in shell, fresh/preserved/cooked"
040811,Dried,040811,"Egg yolks, dried, whether/not containing added sugar/other sweetening matter"
040819,Other,040819,"Egg yolks (excl. dried), whether/not containing added sugar/other sweetening matter"
040891,Dried,040891,"Birds' eggs, not in shell (excl. yolks), dried, whether/not containing added sugar/other sweetening matter"
040899,Other,040899,"Birds' eggs, not in shell (excl. yolks), other than dried, whether/not containing added sugar/other sweetening matter"
040900,Natural honey.,040900,Natural honey
041000,"Edible products of animal origin, not elsewhere specified or included.",041000,"Edible products of animal origin, n.e.s."
050100,"Human hair, unworked, whether or not washed or scoured; waste of human hair.",050100,"Human hair, unworked, whether/not washed/scoured; waste of human hair"
