HS 2012 Product Code,HS 2012 Product Description,HS 2007 Product Code,HS 2007 Product Description
081310,Apricots,081310,"Apricots, dried"
081320,Prunes,081320,"Prunes, dried"
081330,Apples,081330,"Apples, dried"
081340,Other fruit,081340,Dried fruit (excl. of 08.01-08.06 & 0813.10-0813.30)
081350,Mixtures of nuts or dried fruits of this Chapter,081350,Mixtures of nuts/dried fruits of Ch.8
081400,"Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.",081400,"Peel of citrus fruit/melons, incl. watermelons, fresh/frozen/dried/provisionally preserved in brine/sulphur water/other preservative solutions"
090111,Not decaffeinated,090111,"Coffee, not roasted, not decaffeinated"
090112,Decaffeinated,090112,"Coffee, not roasted, decaffeinated"
090121,Not decaffeinated,090121,"Coffee, roasted, not decaffeinated"
090122,Decaffeinated,090122,"Coffee, roasted, decaffeinated"
090190,Other,090190,Coffee husks & skins; coffee substitutes containing coffee in any proportion
090210,Green tea (not fermented) in immediate packings of a content not exceeding 3 kg,090210,"Tea, green (not fermented), whether/not flavoured, in immediate packings of a content not >3kg"
090220,Other green tea (not fermented),090220,"Tea, green (not fermented), whether/not flavoured, in immediate packings of a content >3kg"
090230,"Black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg",090230,"Tea, black (fermented) & partly fermented tea, whether/not flavoured, in immediate packings of a content not >3kg"
090240,Other black tea (fermented) and other partly fermented tea,090240,"Tea, black (fermented) & partly fermented tea, whether/not flavoured, in immediate packings of a content >3kg"
090300,Maté.,090300,MatT
090411,Neither crushed nor ground,090411,"Pepper (genus Piper), neither crushed/ground"
090412,Crushed or ground,090412,"Pepper (genus Piper), crushed/ground"
090421,"Dried, neither crushed nor ground",090420,"Fruits of the genera Capsicum/Pimenta, dried/crushed/ground"
090422,Crushed or ground,090420,"Fruits of the genera Capsicum/Pimenta, dried/crushed/ground"
090510,Neither crushed nor ground,090500,Vanilla
090520,Crushed or ground,090500,Vanilla
090611,Cinnamon (Cinnamomum zeylanicum Blume),090611,"Cinnamon(Cinnamomum zeylanicum Blume) & cinnamon-tree flowers, neither crushed/ground"
090619,Other,090619,"Cinnamon(excl. of  0906.11) & cinnamon-tree flowers, neither crushed/ground"
090620,Crushed or ground,090620,"Cinnamon & cinnamon-tree flowers, crushed/ground"
090710,Neither crushed nor ground,090700,"Cloves (whole fruit, cloves & stems)"
090720,Crushed or ground,090700,"Cloves (whole fruit, cloves & stems)"
090811,Neither crushed nor ground,090810,Nutmeg
090812,Crushed or ground,090810,Nutmeg
090821,Neither crushed nor ground,090820,Mace
090822,Crushed or ground,090820,Mace
090831,Neither crushed nor ground,090830,Cardamoms
090832,Crushed or ground,090830,Cardamoms
090921,Neither crushed nor ground,090920,Seeds of coriander
090922,Crushed or ground,090920,Seeds of coriander
090931,Neither crushed nor ground,090930,Seeds of cumin
090932,Crushed or ground,090930,Seeds of cumin
090961,Neither crushed nor ground,090910,Seeds of anise/badian
090962,Crushed or ground,090910,Seeds of anise/badian
091011,Neither crushed nor ground,091010,Ginger
091012,Crushed or ground,091010,Ginger
091020,Saffron,091020,Saffron
091030,Turmeric (curcuma),091030,Turmeric (curcuma)
091091,Mixtures referred to in Note 1 (b) to this Chapter,091091,Mixtures of 2/more products of different headings of 09.04-09.10
091099,Other,091099,"Spices, n.e.s. in Ch. 9"
100111,Seed,100110,Durum wheat
100119,Other,100110,Durum wheat
100191,Seed,100190,Wheat other than durum wheat; meslin
100199,Other,100190,Wheat other than durum wheat; meslin
100210,Seed,100200,Rye
100290,Other,100200,Rye
100310,Seed,100300,Barley
100390,Other,100300,Barley
100410,Seed,100400,Oats
100490,Other,100400,Oats
100510,Seed,100510,"Maize (corn), seed"
100590,Other,100590,"Maize (corn), other than seed"
100610,Rice in the husk (paddy or rough),100610,Rice in the husk (paddy/rough)
100620,Husked (brown) rice,100620,Husked (brown) rice
100630,"Semi-milled or wholly milled rice, whether or not polished or glazed",100630,"Semi-milled/wholly milled rice, whether/not polished/glazed"
100640,Broken rice,100640,Broken rice
100710,Seed,100700,Grain sorghum
100790,Other,100700,Grain sorghum
100810,Buckwheat,100810,Buckwheat
100821,Seed,100820,Millet
100829,Other,100820,Millet
100830,Canary seeds,100830,Canary seed
100840,Fonio (Digitaria spp.),100890,"Cereals (excl. those which have been hulled/othw. worked), n.e.s."
100850,Quinoa (Chenopodium quinoa),100890,"Cereals (excl. those which have been hulled/othw. worked), n.e.s."
100860,Triticale,100890,"Cereals (excl. those which have been hulled/othw. worked), n.e.s."
100890,Other cereals,100890,"Cereals (excl. those which have been hulled/othw. worked), n.e.s."
110100,Wheat or meslin flour.,110100,Wheat/meslin flour
110220,Maize (corn) flour,110220,Maize (corn) flour
110290,Other,110290,Cereal flour other than of wheat/meslin/rye/maize(corn)
110311,Of wheat,110311,Groats/meal of wheat
110313,Of maize (corn),110313,Groats/meal of maize (corn)
110319,Of other cereals,110319,Groats/meal of cereals other than wheat & maize (corn)
110320,Pellets,110320,Pellets of cereals
110412,Of oats,110412,Rolled/flaked grains of oats
110419,Of other cereals,110419,Rolled/flaked grains of cereals other than oats
110422,Of oats,110422,"Oats, worked othw. than by rolling (e.g., hulled/pearled/sliced/kibbled)"
110423,Of maize (corn),110423,"Corn (maize), worked othw. than into flour/groats/meal (e.g., hulled/pearled/sliced/kibbled)"
110429,Of other cereals,110429,"Other worked grains (e.g., hulled/pearled/sliced/kibbled) of cereals other than oats, maize (corn) & rice of 10.06"
110430,"Germ of cereals, whole, rolled, flaked or ground",110430,"Germ of cereals, whole/rolled/flaked/ground"
110510,"Flour, meal and powder",110510,"Flour, meal & powder of potatoes"
110520,"Flakes, granules and pellets",110520,"Flakes, granules & pellets of potatoes"
110610,Of the dried leguminous vegetables of heading 07.13,110610,"Flour, meal & powder of the dried leguminous vegetables of 07.13"
110620,Of sago or of roots or tubers of heading 07.14,110620,"Flour, meal & powder of sago/roots/tubers of 07.14"
110630,Of the products of Chapter 8,110630,"Flour, meal & powder of the products of Ch.8"
110710,Not roasted,110710,"Malt, not roasted"
110720,Roasted,110720,"Malt, roasted"
110811,Wheat starch,110811,Wheat starch
110812,Maize (corn) starch,110812,Maize (corn) starch
110813,Potato starch,110813,Potato starch
110814,Manioc (cassava) starch,110814,Manioc (cassava) starch
110819,Other starches,110819,Starches (excl. of 1108.11-1108.14)
110820,Inulin,110820,Inulin
110900,"Wheat gluten, whether or not dried.",110900,"Wheat gluten, whether/not dried"
120110,Seed,120100,"Soya beans, whether/not broken"
120190,Other,120100,"Soya beans, whether/not broken"
120230,Seed,120220,"Ground-nuts, not roasted/othw. cooked, shelled, whether/not broken"
120241,In shell,120210,"Ground-nuts, not roasted/othw. cooked, in shell"
120242,"Shelled, whether or not broken",120220,"Ground-nuts, not roasted/othw. cooked, shelled, whether/not broken"
120300,Copra.,120300,Copra
120400,"Linseed, whether or not broken.",120400,"Linseed, whether/not broken"
120510,Low erucic acid rape or colza seeds,120510,"Low erucic acid rape/colza seeds, whether/not broken"
120590,Other,120590,"Rape/colza seeds (excl. low erucic acid), whether/not broken"
120600,"Sunflower seeds, whether or not broken.",120600,"Sunflower seeds, whether/not broken"
120710,Palm nuts and kernels,120799,"Oil seeds & oleaginous fruits (excl. of 1206.00 & 1207.20-1207.91), whether/not broken"
120721,Seed,120720,"Cotton seeds, whether/not broken"
120729,Other,120720,"Cotton seeds, whether/not broken"
120730,Castor oil seeds,120799,"Oil seeds & oleaginous fruits (excl. of 1206.00 & 1207.20-1207.91), whether/not broken"
120740,Sesamum seeds,120740,"Sesamum seeds, whether/not broken"
120750,Mustard seeds,120750,"Mustard seeds, whether/not broken"
120760,Safflower (Carthamus tinctorius) seeds,120799,"Oil seeds & oleaginous fruits (excl. of 1206.00 & 1207.20-1207.91), whether/not broken"
120770,Melon seeds,120799,"Oil seeds & oleaginous fruits (excl. of 1206.00 & 1207.20-1207.91), whether/not broken"
120791,Poppy seeds,120791,"Poppy seeds, whether/not broken"
120799,Other,120799,"Oil seeds & oleaginous fruits (excl. of 1206.00 & 1207.20-1207.91), whether/not broken"
120810,Of soya beans,120810,Flours & meals of soya beans
120890,Other,120890,Flours & meals of oil seeds/oleaginous fruits other than of mustard (excl. soya beans)
120910,Sugar beet seeds,120910,"Sugar beet seed, of a kind used for sowing"
120921,Lucerne (alfalfa) seeds,120921,"Lucerne (alfalfa) seed, of a kind used for sowing"
120922,Clover (Trifolium spp.) seeds,120922,"Clover (Trifolium spp.) seed, of a kind used for sowing"
120923,Fescue seeds,120923,"Fescue seed, of a kind used for sowing"
120924,Kentucky blue grass (Poa pratensis L.) seeds,120924,"Kentucky blue grass (Poa pratensis L.) seed, of a kind used for sowing"
120925,"Rye grass (Lolium multiflorum Lam., Lolium perenne L.) seeds",120925,"Rye grass (Lolium multiflorum Lam./perenne L.) seed, of a kind used for sowing"
120929,Other,120929,"Seeds of forage plants (excl. of 1209.21-1209.25), of a kind used for sowing"
120930,Seeds of herbaceous plants cultivated principally for their flowers,120930,"Seeds of herbaceous plants cultivated principally for their flowers, of a kind used for sowing"
120991,Vegetable seeds,120991,"Vegetable seeds, of a kind used for sowing"
120999,Other,120999,"Seeds, n.e.s., of a kind used for sowing"
121010,"Hop cones, neither ground nor powdered nor in the form of pellets",121010,"Hop cones, fresh/dried, neither ground/powdered/in the form of pellets"
121020,"Hop cones, ground, powdered or in the form of pellets; lupulin",121020,"Hop cones, fresh/dried, ground/powdered/in the form of pellets; lupulin"
121120,Ginseng roots,121120,Ginseng roots
121130,Coca leaf,121130,Coca leaf
121140,Poppy straw,121140,Poppy straw
121190,Other,121190,"Plants & parts of plants, incl. seeds & fruits, of a kind (excl. of 1211.20 - 1211.40) used primarily in perfumery/pharmacy/for insecticidal/fungicidal/similar purposes, fresh/dried, whether/not cut/crushed/powdered"
121221,Fit for human consumption,121220,"Seaweeds & other algae, fresh/chilled/frozen/dried, whether/not ground"
121229,Other,121220,"Seaweeds & other algae, fresh/chilled/frozen/dried, whether/not ground"
121291,Sugar beet,121291,"Sugar beet, fresh/chilled/frozen/dried, whether/not ground"
121292,Locust beans (carob),121299,"Locust beans&sugar cane(excl. of 1212.91), fresh/chilled/ frozen/dried, whether/not ground; fruit stones&kernels&other vegetable products (including unroasted chicory roots of the variety Cichorium intybus sativum) of a kind used primarily for human cons"
121293,Sugar cane,121299,"Locust beans&sugar cane(excl. of 1212.91), fresh/chilled/ frozen/dried, whether/not ground; fruit stones&kernels&other vegetable products (including unroasted chicory roots of the variety Cichorium intybus sativum) of a kind used primarily for human cons"
121294,Chicory roots,121299,"Locust beans&sugar cane(excl. of 1212.91), fresh/chilled/ frozen/dried, whether/not ground; fruit stones&kernels&other vegetable products (including unroasted chicory roots of the variety Cichorium intybus sativum) of a kind used primarily for human cons"
121299,Other,121299,"Locust beans&sugar cane(excl. of 1212.91), fresh/chilled/ frozen/dried, whether/not ground; fruit stones&kernels&other vegetable products (including unroasted chicory roots of the variety Cichorium intybus sativum) of a kind used primarily for human cons"
121300,"Cereal straw and husks, unprepared, whether or not chopped, ground, pressed or in the form of pellets.",121300,"Cereal straw & husks, unprepared, whether/not chopped/ground/pressed/in the form of pellets"
121410,Lucerne (alfalfa) meal and pellets,121410,Lucerne (alfalfa) meal & pellets
121490,Other,121490,"Swedes, mangolds, fodder roots, hay, clover, sainfoin, forage kale, lupines, vetches & similar forage products, whether/not in the form of pellets"
130120,Gum Arabic,130120,Gum Arabic
130190,Other,130190,"Lac; Natural gums (excl. of 1301.20), resins, gum-resins & oleoresins (e.g., balsams)"
130211,Opium,130211,Opium
130212,Of liquorice,130212,Saps & extracts of liquorice
130213,Of hops,130213,Saps & extracts of hops
130219,Other,130219,Vegetable saps & extracts (excl. of 1302.11-1302.13)
130220,"Pectic substances, pectinates and pectates",130220,"Pectic substance, pectinates & pectates"
130231,Agar-agar,130231,Agar-agar
130232,"Mucilages and thickeners, whether or not modified, derived from locust beans, locust bean seeds or guar seeds",130232,"Mucilages & thickeners, whether/not modified, derived from locust beans/locust bean seeds/guar seeds"
130239,Other,130239,"Mucilages & thickeners (excl. of 1302.31 & 1301.32), whether/not modified, derived from vegetable products"
140110,Bamboos,140110,Bamboos
140120,Rattans,140120,Rattans
140190,Other,140190,"Vetegable materials other than bamboos & rattans, of a kind used primarily for plaiting (e.g., reeds, rushes, osier, raffia, cleaned/bleached/dyed cereal straw, & lime bark)"
140420,Cotton linters,140420,Cotton linters
140490,Other,140490,"Vegetable products.(excl. of 1404.20), n.e.s.or incld."
150110,Lard,150100,"Pig fat, incl. lard, & poultry fat, other than of 02.09/15.03"
150120,Other pig fat,150100,"Pig fat, incl. lard, & poultry fat, other than of 02.09/15.03"
150190,Other,150100,"Pig fat, incl. lard, & poultry fat, other than of 02.09/15.03"
150210,Tallow,150200,"Fats of bovine animals/sheep/goats, other than of 15.03"
150290,Other,150200,"Fats of bovine animals/sheep/goats, other than of 15.03"
150300,"Lard stearin, lard oil, oleostearin, oleo-oil and tallow oil, not emulsified or mixed or otherwise prepared.",150300,"Lard stearin, lard oil, oleostearin, oleo-oil & tallow oil, not emulsified/mixed/othw. prepared"
150410,Fish-liver oils and their fractions,150410,"Fish-liver oils & their fractions, whether/not refined but not chemically modified"
150420,"Fats and oils and their fractions, of fish, other than liver oils",150420,"Fats & oils & their fractions, of fish, other than liver oils, whether/not refined but not chemically modified"
150430,"Fats and oils and their fractions, of marine mammals",150430,"Fats & oils & their fractions, of marine mammals, whether/not refined but not chemically modified"
150500,Wool grease and fatty substances derived therefrom (including lanolin).,150500,"Wool grease & fatty substance derived therefrom, incl. lanolin"
150600,"Other animal fats and oils and their fractions, whether or not refined, but not chemically modified.",150600,"Animal fats & oils & fractions thereof (excl. of 1501.00-1505.00), whether/not refined but not chemically modified"
150710,"Crude oil, whether or not degummed",150710,"Soya bean oil, crude, whether/not degummed, not chemically modified"
150790,Other,150790,"Soya bean oil, other than crude, & fractions thereof , whether/not refined but not chemically modified"
150810,Crude oil,150810,"Ground-nut oil, crude"
150890,Other,150890,"Ground-nut oil, other than crude, & fractions thereof , whether/not refined but not chemically modified"
150910,Virgin,150910,"Olive oil, virgin"
150990,Other,150990,"Olive oil (excl. crude & virgin) & fractions thereof , whether/not refined but not chemically modified"
151000,"Other oils and their fractions, obtained solely from olives, whether or not refined, but not chemically modified, including blends of these oils or fractions with oils or fractions of heading 15.09.",151000,"Oils & fractions thereof , obt. solely from olives (excl. of 15.09), whether/not refined but not chemically modified, incl. blends of these oils/fractions with oils/fractions of 15.09"
151110,Crude oil,151110,"Palm oil, crude"
151190,Other,151190,"Palm oil, other than crude, & fractions thereof , whether/not refined but not chemically modified"
151211,Crude oil,151211,"Sunflower seed/safflower oil, crude"
151219,Other,151219,"Sunflower seed/safflower oil, other than crude, & fractions thereof , whether/not refined but not chemically modified"
151221,"Crude oil, whether or not gossypol has been removed",151221,"Cotton seed oil, crude, whether/not gossypol has been removed"
151229,Other,151229,"Cotton seed oil, other than crude, & fractions thereof , whether/not refined but not chemically modified"
151311,Crude oil,151311,"Coconut (copra) oil, crude"
151319,Other,151319,"Coconut (copra) oil, other than crude, & fractions thereof , whether/not refined but not chemically modified"
151321,Crude oil,151321,"Palm kernel/babassu oil, crude"
151329,Other,151329,"Palm kernel/babassu oil, other than crude, & fractions thereof , whether/not refined but not chemically modified"
151411,Crude oil,151411,"Low erucic acid rape/colza oil, crude"
151419,Other,151419,"Low erucic acid rape/colza oil, other than crude, & fractions thereof , whether/not refined but not chemically modified"
151491,Crude oil,151491,"Rape/colza oil (excl. low erucic acid oil) & mustard oil, crude"
151499,Other,151499,"Rape/colza oil (excl. low erucic acid oil) & mustard oil, other than crude, & fractions thereof , whether/not refined but not chemically modified"
151511,Crude oil,151511,"Linseed oil, crude"
151519,Other,151519,"Linseed oil, other than crude, & fractions thereof , whether/not refined but not chemically modified"
151521,Crude oil,151521,"Maize (corn) oil, crude"
151529,Other,151529,"Maize (corn) oil, other than crude, & fractions thereof , whether/not refined but not chemically modified"
151530,Castor oil and its fractions,151530,"Castor oil & fractions thereof , whether/not refined but not chemically modified"
151550,Sesame oil and its fractions,151550,"Sesame oil & fractions thereof , whether/not refined but not chemically modified"
151590,Other,151590,"Fixed vegatable fats & oils (excl. of 1515.11-1515.50, incl. jojoba oil) & their fractions, whether/not refined but not chemically modified"
151610,Animal fats and oils and their fractions,151610,"Animal fats & oils & fractions thereof , partly/wholly hydrogenated/inter-esterified/re-esterified/elaidinized, whether/not refined but not further prepared"
151620,Vegetable fats and oils and their fractions,151620,"Vegetable fats & oils & fractions thereof , partly/wholly hydrogenated/inter-esterified/re-esterified/elaidinized, whether/not refined but not further prepared"
151710,"Margarine, excluding liquid margarine",151710,Margarine (excl. liquid margarine)
151790,Other,151790,"Edible mixtures/preparations of animal/vegetable fats/oils/fractions of different fats/oils of Ch.15, other than edible fats/oils/fractions of 15.16/non-liquid margarine"
151800,"Animal or vegetable fats and oils and their fractions, boiled, oxidised, dehydrated, sulphurised, blown, polymerised by heat in vacuum or in inert gas or otherwise chemically modified, excluding those of heading 15.16; inedible mixtures or preparations of",151800,"Animal/vegetable fats & oils & their fractions, boiled/oxidised/dehydrated/sulphurised/blown/ polymerised by heat in vacuum/in inert gas/othw. chemically modified, excluding those of heading 15.16; inedible mixtures/preparations of animal/vegetable fats/"
152000,"Glycerol, crude; glycerol waters and glycerol lyes.",152000,"Glycerol, crude; glycerol waters & glycerol lyes"
152110,Vegetable waxes,152110,"Vegetable waxes, other than triglycerides, whether/not refined/coloured"
152190,Other,152190,"Beeswax, other insect waxes & spermaceti, whether/not refined/coloured"
152200,Degras; residues resulting from the treatment of fatty substances or animal or vegetable waxes.,152200,Degras; residues resulting from the treatment of fatty substance/animal waxes/vegetable waxes
160100,"Sausages and similar products, of meat, meat offal or blood; food preparations based on these products.",160100,"Sausages & similar products, of meat/meat offal/blood; food preparations based on these products"
160210,Homogenised preparations,160210,Homogenised preparations of prepared/preserved meat/meat offal
160220,Of liver of any animal,160220,Prepared/preserved preparations of liver of any animal
160231,Of turkeys,160231,Prepared/preserved preparations of turkey (excl. homogenised preparations)
160232,Of fowls of the species Gallus domesticus,160232,Prepared/preserved preparations of fowls of the genus Gallus domesticus (excl. homogenised preparations)
160239,Other,160239,Prepared/preserved preparations of fowls of 01.05 (excl. turkey & fowls of the genus Gallus domesticus)
160241,Hams and cuts thereof,160241,Hams & cuts thereof
160242,Shoulders and cuts thereof,160242,Shoulders of swine & cuts thereof
160249,"Other, including mixtures",160249,"Prepared/preserved preparations of swine (excl. of 1602.41, 1602.42 & homogenised preparations), incl. mixtures"
160250,Of bovine animals,160250,"Prepared/preserved preparations of bovine animals (excl. homogenised preparations), incl. mixtures"
160290,"Other, including preparations of blood of any animal",160290,"Preparations of prepared/preserved meat (excl. of 1602.10-1602.50), incl. preparations of blood of any animal"
160300,"Extracts and juices of meat, fish or crustaceans, molluscs or other aquatic invertebrates.",160300,Extracts & juices of meat/fish/crustaceans/molluscs/other aquatic invertebrates
160411,Salmon,160411,"Salmon, prepared/preserved, whole/in pieces (excl. minced)"
160412,Herrings,160412,"Herrings, prepared/preserved, whole/in pieces (excl. minced)"
160413,"Sardines, sardinella and brisling or sprats",160413,"Sardines, sardinella & brisling/sprats, prepared/preserved, whole/in pieces (excl. minced)"
160414,"Tunas, skipjack and bonito (Sarda spp.)",160414,"Tunas, skipjack & bonito (Sarda spp.), prepared/preserved, whole/in pieces (excl. minced)"
160415,Mackerel,160415,"Mackerel, prepared/preserved, whole/in pieces (excl. minced)"
160416,Anchovies,160416,"Anchovies, prepared/preserved, whole/in pieces (excl. minced)"
160417,Eels,160419,"Fish (excl. of 1604.11-1604.16), prepared/preserved, whole/in pieces (excl. minced)"
160419,Other,160419,"Fish (excl. of 1604.11-1604.16), prepared/preserved, whole/in pieces (excl. minced)"
160420,Other prepared or preserved fish,160420,Prepared/preserved fish other than whole/in pieces
160431,Caviar,160430,Caviar & caviar substitutes prepared from fish eggs
160432,Caviar substitutes,160430,Caviar & caviar substitutes prepared from fish eggs
160510,Crab,160510,"Crab, prepared/preserved"
160521,Not in airtight container,160520,"Shrimps & prawns, prepared/preserved"
160529,Other,160520,"Shrimps & prawns, prepared/preserved"
160530,Lobster,160530,"Lobster, prepared/preserved"
160540,Other crustaceans,160540,"Crustaceans other than crab, shrimps, prawns & lobster, prepared/preserved"
160551,Oysters,160590,"Molluscs & other aquatic invertegrates, prepared/preserved"
160552,"Scallops, including queen scallops",160590,"Molluscs & other aquatic invertegrates, prepared/preserved"
160553,Mussels,160590,"Molluscs & other aquatic invertegrates, prepared/preserved"
160554,Cuttle fish and squid,160590,"Molluscs & other aquatic invertegrates, prepared/preserved"
160555,Octopus,160590,"Molluscs & other aquatic invertegrates, prepared/preserved"
160556,"Clams, cockles and arkshells",160590,"Molluscs & other aquatic invertegrates, prepared/preserved"
160557,Abalone,160590,"Molluscs & other aquatic invertegrates, prepared/preserved"
160558,"Snails, other than sea snails",160590,"Molluscs & other aquatic invertegrates, prepared/preserved"
160559,Other,160590,"Molluscs & other aquatic invertegrates, prepared/preserved"
160561,Sea cucumbers,160590,"Molluscs & other aquatic invertegrates, prepared/preserved"
160562,Sea urchins,160590,"Molluscs & other aquatic invertegrates, prepared/preserved"
160563,Jellyfish,160590,"Molluscs & other aquatic invertegrates, prepared/preserved"
160569,Other,160590,"Molluscs & other aquatic invertegrates, prepared/preserved"
170112,Beet sugar,170112,"Beet sugar, raw, in solid form, not containing added flavouring/colouring matter"
170113,Cane sugar specified in Subheading Note 2 to this Chapter,170111,"Cane sugar, raw, in solid form, not containing added flavouring/colouring matter"
170114,Other cane sugar,170111,"Cane sugar, raw, in solid form, not containing added flavouring/colouring matter"
170191,Containing added flavouring or colouring matter,170191,"Cane/beet sugar & chemically pure sucrose, in solid form, containing added flavouring/colouring matter"
170199,Other,170199,"Cane/beet sugar & chemically pure sucrose, in solid form, not containing added flavouring/colouring matter"
170211,"Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",170211,"Lactose & lactose syrup, containing by weight 99%/more lactose, expressed as anhydrous lactose, calc. on the dry matter"
170219,Other,170219,"Lactose & lactose syrup, containing by weight >95% but <99% lactose, expressed as anhydrous lactose, calc. on the dry matter"
170220,Maple sugar and maple syrup,170220,Maple sugar & maple syrup
170230,"Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",170230,"Glucose & glucose syrup, not containing fructose/containing in the dry state < 20% by weight of fructose"
170240,"Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar",170240,"Glucose & glucose syrup, containing in the dry state at least 20% but < 50% by weight of fructose (excl. invert sugar)"
170250,Chemically pure fructose,170250,Chemically pure fructose
170260,"Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar",170260,"Fructose (excl. chemically pure fructose) & fructose syrup, containing in the dry state >50% by weight of fructose (excl. invert sugar)"
170290,"Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose",170290,"Sugars, incl. invert sugar & other sugar & sugar syrup blends containing in the dry state 50% by weight of fructose (excl. of 1702.11-1702.60)"
170310,Cane molasses,170310,Cane molasses
170390,Other,170390,"Molasses, other than cane molasses, resulting from the extraction/refining of sugar"
170410,"Chewing gum, whether or not sugar-coated",170410,"Chewing gum, whether/not sugar-coated"
170490,Other,170490,"Sugar confectionery other than chewing gum (incl. white chocolate), not containing cocoa"
180100,"Cocoa beans, whole or broken, raw or roasted.",180100,"Cocoa beans, whole/broken, raw/roasted"
180200,"Cocoa shells, husks, skins and other cocoa waste.",180200,"Cocoa shells, husks, skins & other cocoa waste"
180310,Not defatted,180310,"Cocoa paste, not defatted"
180320,Wholly or partly defatted,180320,"Cocoa paste, wholly/partly defatted"
180400,"Cocoa butter, fat and oil.",180400,"Cocoa butter, fat & oil"
180500,"Cocoa powder, not containing added sugar or other sweetening matter.",180500,"Cocoa powder, not containing added sugar/other sweetening matter"
180610,"Cocoa powder, containing added sugar or other sweetening matter",180610,"Cocoa powder, containing added sugar/other sweetening matter"
180620,"Other preparations in blocks, slabs or bars weighing more than 2 kg or in liquid, paste, powder, granular or other bulk form in containers or immediate packings, of a content exceeding 2 kg",180620,"Chocolate & other food preparations containing cocoa (excl. of 1803.10-1806.10), in blocks/slabs/bars weighing >2kg/in liquid/paste/powder/granular/other bulk form in containers/immediate packings, of a content exceeding 2kg"
180631,Filled,180631,"Chocolate & other food preparations containing cocoa, in blocks/slabs/bars, weighing 2kg/less, filled"
180632,Not filled,180632,"Chocolate & other food preparations containing cocoa, in blocks/slabs/bars, weighing 2kg/less, not fillled"
180690,Other,180690,Chocolate & other food preparations containing cocoa (excl. of 1806.20-1806.32)
190110,"Preparations for infant use, put up for retail sale",190110,"Preparations for infant use, put up for RS"
190120,Mixes and doughs for the preparation of bakers' wares of heading 19.05,190120,Mixes & doughs for the preparation of bakers' wares of 19.05
190190,Other,190190,"Malt extract; food preparations of flour/groats/meal/starch/malt extact,not containing cocoa/containing less than 40% by weight of cocoa calculated on a totally defatted basis,not elsewhere specified/incld.; food preparations of goods of headings 04.01 t"
190211,Containing eggs,190211,"Uncooked pasta, not stuffed/othw. prepared, containing eggs"
190219,Other,190219,"Uncooked pasta, not stuffed/othw. prepared, not containing eggs"
190220,"Stuffed pasta, whether or not cooked or otherwise prepared",190220,"Stuffed pasta, whether/not cooked/othw. prepared"
190230,Other pasta,190230,Pasta (excl. of 1902.11-1902.20)
190240,Couscous,190240,Couscous
190300,"Tapioca and substitutes therefor prepared from starch, in the form of flakes, grains, pearls, siftings or in similar forms.",190300,"Tapioca & substitutes therefor prepared from starch, in the form of flakes/grains/pearls/siftings/similar forms"
190410,Prepared foods obtained by the swelling or roasting of cereals or cereal products,190410,Prepared foods obt. by the swelling/roasting of cereals/cereal products
190420,Prepared foods obtained from unroasted cereal flakes or from mixtures of unroasted cereal flakes and roasted cereal flakes or swelled cereals,190420,Prepared foods obt. from unroasted cereal flakes/mixtures of unroasted cereal flakes & roasted cereal flakes/swelled cereals
190430,Bulgur wheat,190430,Bulgur wheat
190490,Other,190490,"Cereals other than maize (corn) in grain form/in the form of flakes/other worked grains (excl. flour/groats/meal), pre-cooked/othw. prepd, n.e.s."
190510,Crispbread,190510,Crispbread
190520,Gingerbread and the like,190520,Gingerbread&the like
190531,Sweet biscuits,190531,Sweet biscuits
190532,Waffles and wafers,190532,Waffles & wafers
190540,"Rusks, toasted bread and similar toasted products",190540,"Rusks, toasted bread & similar toasted products"
190590,Other,190590,"Bread, pastry, cakes, biscuits & other bakers' wares, whether/not containing cocoa; communion wafers, empty cachets of a kind suitable for pharmaceutical use, sealing wafers, rice paper & similar products (excl. of 1905.10 - 1905.40)"
200110,Cucumbers and gherkins,200110,"Cucumbers & gherkins, prepared/preserved by vinegar/acetic acid"
200190,Other,200190,"Vegetables, fruit, nuts & other edible parts of plants (excl. cucumbers & gherkins), prepared/preserved by vinegar/acetic acid"
200210,"Tomatoes, whole or in pieces",200210,"Tomatoes, prepared/preserved othw. than by vinegar/acetic acid, whole/in pieces"
200290,Other,200290,"Tomatoes, prepared/preserved othw. than by vinegar/acetic acid, other than whole/in pieces"
200310,Mushrooms of the genus Agaricus,200310,"Mushrooms of the genus Agaricus, prepared/preserved othw. than by vinegar/acetic acid"
200390,Other,200390,"Mushrooms other than of the genus Agaricus, prepared/preserved othw. than by vinegar/acetic acid"
200410,Potatoes,200410,"Potatoes, prepared/preserved othw. than by vinegar/acetic acid, frozen, other than products of 20.06"
