HS - Combined  Product Code,HS - Combined  Product Description,HS 2017 Product Code,HS 2017 Product Description
030331,"030331 --  -- Halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis)",030331,"Fish; frozen, halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99"
030332,030332 --  -- Plaice (Pleuronectes platessa),030332,"Fish; frozen, plaice (Pleuronectes platessa), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99"
030333,030333 --  -- Sole (Solea spp.),030333,"Fish; frozen, sole (Solea spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99"
030334,030334 -- (2012-) -- Turbots (Psetta maxima),030334,"Fish; frozen, turbots (Psetta maxima, Scophthalmidae), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99"
030339,030339 --  -- Other,030339,"Fish; frozen, flat fish, n.e.c. in item no. 0303.3, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99"
030341,030341 --  -- Albacore or longfinned tuna (Thunnus alalunga),030341,"Fish; frozen, albacore or longfinned tunas (Thunnus alalunga), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99"
030342,030342 --  -- Yellowfin tuna (Thunnus albacares),030342,"Fish; frozen, yellowfin tunas (Thunnus albacares), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99"
030343,030343 --  -- Skipjack or stripe-bellied bonito,030343,"Fish; frozen, skipjack or stripe-bellied bonito, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99"
030344,030344 -- (2002-) -- Bigeye tuna (Thunnus obesus),030344,"Fish; frozen, bigeye tunas (Thunnus obesus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99"
030345,"030345 -- (2002-) -- Atlantic and Pacific bluefin tuna (Thunnus thynnus, Thunnus orientalis)",030345,"Fish; frozen, Atlantic and Pacific bluefin tunas (Thunnus thynnus, Thunnus orientalis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99"
030346,030346 -- (2002-) -- Southern bluefin tuna (Thunnus maccoyii),030346,"Fish; frozen, southern bluefin tunas (Thunnus maccoyii), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99"
030349,030349 --  -- Other,030349,"Fish; frozen, tuna, n.e.c. in item no. 0303.4, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99"
030351,"030351 -- (2007-) -- Herrings (Clupea harengus, Clupea pallasii)",030351,"Fish; frozen, herrings (Clupea harengus, Clupea pallasii), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99"
030353,"030353 -- (2012-) -- Sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus)",030353,"Fish; frozen, sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99"
030354,"030354 -- (2012-) -- Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)",030354,"Fish; frozen, mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99"
030355,030355 -- (2012-) -- Jack and horse mackerel (Trachurus spp.),030355,"Fish; frozen, jack and horse mackerel (Trachurus spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99"
030356,030356 -- (2012-) -- Cobia (Rachycentron canadum),030356,"Fish; frozen, cobia (Rachycentron canadum), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99"
030357,030357 -- (2012-) -- Swordfish (Xiphias gladius),030357,"Fish; frozen, swordfish (Xiphias gladius), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99"
030359,030359 -- (2017-) -- Other,030359,"Fish; frozen, n.e.c. in item no. 0303.5, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99"
030363,"030363 -- (2012-) -- Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",030363,"Fish; frozen, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99"
030364,030364 -- (2012-) -- Haddock (Melanogrammus aeglefinus),030364,"Fish; frozen, haddock (Melanogrammus aeglefinus), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99"
030365,030365 -- (2012-) -- Coalfish (Pollachius virens),030365,"Fish; frozen, coalfish (Pollachius virens), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99"
030366,"030366 -- (2012-) -- Hake (Merluccius spp., Urophycis spp.)",030366,"Fish; frozen, hake (Merluccius spp., Urophycis spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99"
030367,030367 -- (2012-) -- Alaska pollock (Theragra chalcogramma),030367,"Fish; frozen, Alaska pollack (Theraga chalcogramma), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99"
030368,"030368 -- (2012-) -- Blue whiting (Micromesistius poutassou, Micromesistius australis)",030368,"Fish; frozen, blue whitings (Micromesistius poutassou, Micromesistius australis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99"
030369,030369 -- (2012-) -- Other,030369,"Fish; frozen, of Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae, Muraenolepididae, other than cod, haddock, coalfish, hake, Alaska pollack, blue whitings, not fillets, meat of 0304, and edible offal of 0303.9"
030381,030381 -- (2012-) -- Dogfish and other sharks,030381,"Fish; frozen, dogfish and other sharks, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99"
030382,030382 -- (2012-) -- Rays and skates (Rajidae),030382,"Fish; frozen, rays and skates (Rajidae), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99"
030383,030383 -- (2012-) -- Toothfish (Dissostichus spp.),030383,"Fish; frozen, toothfish (Dissostichus spp.), excluding fillets, livers, roes, and edible fish offal of subheadings 0303.91 to 0303.99"
030384,030384 -- (2012-) -- Sea bass (Dicentrarchus spp.),030384,"Fish; frozen, seabass (Dicentrarchus spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99"
030389,030389 -- (2012-) -- Other,030389,"Fish; frozen, n.e.c. in heading 0303, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99"
030391,"030391 -- (2017-) -- Livers, roes and milt",030391,"Fish; frozen, livers, roes and milt"
030392,030392 -- (2017-) -- Shark fins,030392,"Fish; frozen, shark fins"
030399,030399 -- (2017-) -- Other,030399,"Fish; frozen, fish fins (other than shark fins), heads, tails, maws and other edible fish offal"
030431,030431 -- (2012-) -- Tilapias (Oreochromis spp.),030431,"Fish fillets; fresh or chilled, tilapias (Oreochromis spp.)"
030432,"030432 -- (2012-) -- Catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)",030432,"Fish fillets; fresh or chilled, catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)"
030433,030433 -- (2012-) -- Nile perch (Lates niloticus),030433,"Fish fillets; fresh or chilled, Nile perch (Lates niloticus)"
030439,030439 -- (2012-) -- Other,030439,"Fish fillets; fresh or chilled, carp (as specified by the WCO), eels (Anguilla spp.), and snakeheads (Channa spp.)"
030441,"030441 -- (2012-) -- Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)",030441,"Fish fillets; fresh or chilled, salmon, Pacific (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic (Salmo salar), Danube (Hucho hucho)"
030442,"030442 -- (2012-) -- Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",030442,"Fish fillets; fresh or chilled, trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)"
030443,"030443 -- (2012-) -- Flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae)",030443,"Fish fillets; fresh or chilled, flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae)"
030444,"030444 -- (2012-) -- Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae",030444,"Fish fillets; fresh or chilled, of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae, and Muraenolepididae"
030445,030445 -- (2012-) -- Swordfish (Xiphias gladius),030445,"Fish fillets; fresh or chilled, swordfish (Xiphias gladius)"
030446,030446 -- (2012-) -- Toothfish (Dissostichus spp.),030446,"Fish fillets; fresh or chilled, toothfish (Dissostichus spp.)"
030447,030447 -- (2017-) -- Dogfish and other sharks,030447,"Fish fillets; fresh or chilled, dogfish and other sharks"
030448,030448 -- (2017-) -- Rays and skates (Rajidae),030448,"Fish fillets; fresh or chilled, rays and skates (Rajidae)"
030449,030449 -- (2012-) -- Other,030449,"Fish fillets; fresh or chilled, other than fish of heading 0304.4"
030451,"030451 -- (2012-) -- Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., ",030451,"Fish meat, excluding fillets, whether or not minced; fresh or chilled, tilapias, catfish, carp, eels, Nile perch, and snakeheads"
030452,030452 -- (2012-) -- Salmonidae,030452,"Fish meat, excluding fillets, whether or not minced; fresh or chilled, salmonidae"
030453,"030453 -- (2012-) -- Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae",030453,"Fish meat, excluding fillets, whether or not minced; fresh or chilled, of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae, and Muraenolepididae"
030454,030454 -- (2012-) -- Swordfish (Xiphias gladius),030454,"Fish meat, excluding fillets, whether or not minced; fresh or chilled, swordfish (Xiphias gladius)"
030455,030455 -- (2012-) -- Toothfish (Dissostichus spp.),030455,"Fish meat, excluding fillets, whether or not minced; fresh or chilled, toothfish (Dissostichus spp.)"
030456,030456 -- (2017-) -- Dogfish and other sharks,030456,"Fish meat; excluding fillets, whether or not minced; fresh or chilled, dogfish and other sharks"
030457,030457 -- (2017-) -- Rays and skates (Rajidae),030457,"Fish meat; excluding fillets, whether or not minced; fresh or chilled, rays and skates (Rajidae)"
030459,030459 -- (2012-) -- Other,030459,"Fish meat; excluding fillets, whether or not minced; fresh or chilled, of fish n.e.c. in item no. 0304.5"
030461,030461 -- (2012-) -- Tilapias (Oreochromis spp.),030461,"Fish fillets; frozen, tilapias (Oreochromis spp.)"
030462,"030462 -- (2012-) -- Catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)",030462,"Fish fillets; frozen, catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)"
030463,030463 -- (2012-) -- Nile perch (Lates niloticus),030463,"Fish fillets; frozen, Nile Perch (Lates niloticus)"
030469,030469 -- (2012-) -- Other,030469,"Fish fillets; frozen, carp (Cyprinus/Carassius/Ctenopharyngodon idellus/Hypophthalmichthys/Cirrhinus/Mylopharyngodon piceus/Catla catla/Labeo/Osteochilus hasselti/Leptobarbus hoeveni/Megalobrama), eels (Anguilla) and snakeheads (Channa)"
030471,"030471 -- (2012-) -- Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",030471,"Fish fillets; frozen, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)"
030472,030472 -- (2012-) -- Haddock (Melanogrammus aeglefinus),030472,"Fish fillets; frozen, haddock (Melanogrammus aeglefinus)"
030473,030473 -- (2012-) -- Coalfish (Pollachius virens),030473,"Fish fillets; frozen, coalfish (Pollachius virens)"
030474,"030474 -- (2012-) -- Hake (Merluccius spp., Urophycis spp.)",030474,"Fish fillets; frozen, hake (Merluccius spp., Urophycis spp.)"
030475,030475 -- (2012-) -- Alaska pollock (Theragra chalcogramma),030475,"Fish fillets; frozen, Alaska pollack (Theragra chalcogramma)"
030479,030479 -- (2012-) -- Other,030479,"Fish fillets; frozen, of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae other than cod, haddock, coalfish, hake, and Alaska pollack"
030481,"030481 -- (2012-) -- Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)",030481,"Fish fillets; frozen, salmon, Pacific (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou, Oncorhynchus rhodurus), Atlantic (Salmo salar), and Danube (Hucho hucho)"
030482,"030482 -- (2012-) -- Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",030482,"Fish fillets; frozen, trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)"
030483,"030483 -- (2012-) -- Flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae)",030483,"Fish fillets; frozen, flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae)"
030484,030484 -- (2012-) -- Swordfish (Xiphias gladius),030484,"Fish fillets; frozen, swordfish (Xiphias gladius)"
030485,030485 -- (2012-) -- Toothfish (Dissostichus spp.),030485,"Fish fillets; frozen, toothfish (Dissostichus spp.)"
030486,"030486 -- (2012-) -- Herrings (Clupea harengus, Clupea pallasii)",030486,"Fish fillets; frozen, herrings (Clupea harengus, Clupea pallasii)"
030487,"030487 -- (2012-) -- Tuna (of the genus Thunnus), skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis)",030487,"Fish fillets; frozen, tunas (of the genus Thunnus), skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis)"
030488,"030488 -- (2017-) -- Dogfish, other sharks, rays and skates (Rajidae)",030488,"Fish fillets; frozen, dogfish, other sharks, rays and skates (Rajidae)"
030489,030489 -- (2012-) -- Other,030489,"Fish fillets; frozen, of fish n.e.c. in heading 0304.8"
030491,030491 -- (2007-) -- Swordfish (Xiphias gladius),030491,"Fish meat, excluding fillets, whether or not minced; frozen, swordfish (Xiphias gladius)"
030492,030492 -- (2007-) -- Toothfish (Dissostichus spp.),030492,"Fish meat, excluding fillets, whether or not minced; frozen, toothfish (Dissostichus spp.)"
030493,"030493 -- (2012-) -- Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., ",030493,"Fish meat, excluding fillets, whether or not minced; frozen, tilapias, catfish, carp, eels, Nile perch, and snakeheads"
