HS - Combined  Product Code,HS - Combined  Product Description,HS 2017 Product Code,HS 2017 Product Description
520943,"520943 --  -- Other fabrics of 3-thread or 4-thread twill, including cross twill",520943,"Fabrics, woven; containing 85% or more by weight of cotton, of yarns of different colours, 3-thread or 4-thread twill, including cross twill, weighing more than 200g/m2"
520949,520949 --  -- Other fabrics,520949,"Fabrics, woven; containing 85% or more by weight of cotton, of yarns of different colours, of weaves n.e.c. in item no. 5209.4, weighing more than 200g/m2"
520951,520951 --  -- Plain weave,520951,"Fabrics, woven; containing 85% or more by weight of cotton, printed, plain weave, weighing more than 200g/m2"
520952,"520952 --  -- 3-thread or 4-thread twill, including cross twill",520952,"Fabrics, woven; containing 85% or more by weight of cotton, printed, 3-thread or 4-thread twill, including cross twill, weighing more than 200g/m2"
520959,520959 --  -- Other fabrics,520959,"Fabrics, woven; containing 85% or more by weight of cotton, printed, of weaves n.e.c. in item no. 5209.5, weighing more than 200g/m2"
521011,521011 --  -- Plain weave,521011,"Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, unbleached, plain weave, weighing 200g/m2 or less"
521019,521019 --  -- Other fabrics,521019,"Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, unbleached, of weaves n.e.c. in item no. 5210.1, weighing 200g/m2 or less"
521021,521021 --  -- Plain weave,521021,"Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, bleached, plain weave, weighing 200g/m2 or less"
521029,521029 --  -- Other fabrics,521029,"Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing 200g/m2 or less, bleached, of weaves n.e.c. in item no. 5210.2"
521031,521031 --  -- Plain weave,521031,"Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing 200g/m2 or less, dyed, plain weave"
521032,"521032 --  -- 3-thread or 4-thread twill, including cross twill",521032,"Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing 200g/m2 or less, dyed, 3-thread or 4-thread twill, including cross twill"
521039,521039 --  -- Other fabrics,521039,"Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing 200g/m2 or less, dyed, of weaves n.e.c. in item no. 5210.3"
521041,521041 --  -- Plain weave,521041,"Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing 200g/m2 or less, of yarns of different colours, plain weave"
521049,521049 --  -- Other fabrics,521049,"Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing 200g/m2 or less, of yarns of different colours, of weaves n.e.c. in item no. 5210.4"
521051,521051 --  -- Plain weave,521051,"Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing 200g/m2 or less, printed, plain weave"
521059,521059 --  -- Other fabrics,521059,"Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing 200g/m2 or less, printed, of weaves n.e.c. in item no. 5210.5"
521111,521111 --  -- Plain weave,521111,"Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, unbleached, plain weave, weighing more than 200g/m2"
521112,"521112 --  -- 3-thread or 4-thread twill, including cross twill",521112,"Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, unbleached, 3- or 4-thread twill, including cross twill, weighing more than 200g/m2"
521119,521119 --  -- Other fabrics,521119,"Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, unbleached, of weaves n.e.c. in item no. 5211.1, weighing more than 200g/m2"
521120,521120 -- (2007-) - Bleached,521120,"Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing more than 200g/m2, bleached"
521131,521131 --  -- Plain weave,521131,"Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing more than 200g/m2, dyed, plain weave"
521132,"521132 --  -- 3-thread or 4-thread twill, including cross twill",521132,"Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing more than 200g/m2, dyed, 3-thread or 4-thread twill, including cross twill"
521139,521139 --  -- Other fabrics,521139,"Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing more than 200g/m2, dyed, of weaves n.e.c. in item no. 5211.3"
521141,521141 --  -- Plain weave,521141,"Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing more than 200g/m2, of yarns of different colours, plain weave"
521142,521142 --  -- Denim,521142,"Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing more than 200g/m2, of yarns of different colours, denim"
521143,"521143 --  -- Other fabrics of 3-thread or 4-thread twill, including cross twill",521143,"Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing more than 200g/m2, of yarns of different colours, 3-thread or 4-thread twill, including cross twill"
521149,521149 --  -- Other fabrics,521149,"Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing more than 200g/m2, of yarns of different colours, of weaves n.e.c. in item no. 5211.4"
521151,521151 --  -- Plain weave,521151,"Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing more than 200g/m2, printed, plain weave"
521152,"521152 --  -- 3-thread or 4-thread twill, including cross twill",521152,"Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing more than 200g/m2, printed, 3-thread or 4-thread twill, including cross twill"
521159,521159 --  -- Other fabrics,521159,"Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing more than 200g/m2, printed, of weaves n.e.c. in item no. 5211.5"
521211,521211 --  -- Unbleached,521211,"Fabrics, woven; of cotton, unbleached, weighing not more than 200g/m2, n.e.c. in chapter 52"
521212,521212 --  -- Bleached,521212,"Fabrics, woven; of cotton, bleached, weighing not more than 200g/m2, n.e.c. in chapter 52"
521213,521213 --  -- Dyed,521213,"Fabrics, woven; of cotton, dyed, weighing not more than 200g/m2, n.e.c. in chapter 52"
521214,521214 --  -- Of yarns of different colours,521214,"Fabrics, woven; of cotton, of yarns of different colours, weighing not more than 200g/m2, n.e.c. in chapter 52"
521215,521215 --  -- Printed,521215,"Fabrics, woven; of cotton, printed, weighing not more than 200g/m2, n.e.c. in chapter 52"
521221,521221 --  -- Unbleached,521221,"Fabrics, woven; of cotton, unbleached, weighing more than 200g/m2, n.e.c. in chapter 52"
521222,521222 --  -- Bleached,521222,"Fabrics, woven; of cotton, bleached, weighing more than 200g/m2, n.e.c. in chapter 52"
521223,521223 --  -- Dyed,521223,"Fabrics, woven; of cotton, dyed, weighing more than 200g/m2, n.e.c. in chapter 52"
521224,521224 --  -- Of yarns of different colours,521224,"Fabrics, woven; of cotton, of yarns of different colours, weighing more than 200g/m2, n.e.c. in chapter 52"
521225,521225 --  -- Printed,521225,"Fabrics, woven; of cotton, printed, weighing more than 200g/m2, n.e.c. in chapter 52"
530110,"530110 --  - Flax, raw or retted",530110,"Flax; raw or retted, but not spun"
530121,530121 --  -- Broken or scutched,530121,"Flax; broken or scutched, but not spun"
530129,530129 --  -- Other,530129,"Flax; hackled or otherwise processed, but not spun"
530130,530130 --  - Flax tow and waste,530130,"Flax; tow and waste, including yarn waste and garnetted stock"
530210,"530210 --  - True hemp, raw or retted",530210,"Hemp (cannabis sativa L.); raw or retted, but not spun"
530290,530290 --  - Other,530290,"Hemp (cannabis sativa L.); processed (other than retted) (but not spun), true hemp tow and waste (including yarn waste and garnetted stock)"
530310,"530310 --  - Jute and other textile bast fibres, raw or retted",530310,"Jute and other textile bast fibres; raw or retted, but not spun, (excluding flax, hemp (cannabis sativa L.), and ramie)"
530390,530390 --  - Other,530390,"Jute and other textile bast fibres; processed but not spun, tow and waste of these fibres, including yarn waste and garnetted stock (excluding flax, hemp (cannabis sativa L.), and ramie)"
530500,"530500 -- (2007-) Coconut, abaca (Manila hemp or Musa textilis Nee), ramie and other vegetable textile fibres, not elsewhere specified or included, raw or processed but not spun; tow, noils and waste of these fibres (including yarn waste and garnetted stock)",530500,"Coconut, abaca (Manila hemp or Musa textilis Nee), ramie and other vegetable textile fibres n.e.c., raw or processed but not spun; tow, noils and waste of these fibres (including yarn waste and garnetted stock)"
530610,530610 --  - Single,530610,"Yarn; of flax, single"
530620,530620 --  - Multiple (folded) or cabled,530620,"Yarn; of flax, multiple (folded) or cabled"
530710,530710 --  - Single,530710,"Yarn; of jute or of other textile bast fibres, single"
530720,530720 --  - Multiple (folded) or cabled,530720,"Yarn; of jute or of other textile bast fibres, multiple (folded) or cabled"
530810,530810 --  - Coir yarn,530810,Yarn; of coir
530820,530820 --  - True hemp yarn,530820,Yarn; of hemp (cannabis sativa L.)
530890,530890 --  - Other,530890,"Yarn; of vegetable textile fibres n.e.c. in heading no. 5306, 5307 and 5308"
530911,530911 --  -- Unbleached or bleached,530911,"Fabrics, woven; of flax, containing 85% or more flax, unbleached or bleached"
530919,530919 --  -- Other,530919,"Fabrics, woven; of flax, containing 85% or more flax, other than bleached or unbleached"
530921,530921 --  -- Unbleached or bleached,530921,"Fabrics, woven; of flax, containing less than 85% flax, unbleached or bleached"
530929,530929 --  -- Other,530929,"Fabrics, woven; of flax, containing less than 85% flax, other than unbleached or bleached"
531010,531010 --  - Unbleached,531010,"Fabrics, woven; of jute or of other textile bast fibres of heading no. 5303, unbleached"
531090,531090 --  - Other,531090,"Fabrics, woven; of jute or of other textile bast fibres of heading no. 5303, other than unbleached"
531100,531100 --  Woven fabrics of other vegetable textile fibres; woven fabrics of paper yarn,531100,"Fabrics, woven; of vegetable textile fibres n.e.c. in heading no. 5309 and 5310, woven fabrics of paper yarn"
540110,540110 --  - Of synthetic filaments,540110,"Sewing thread; of synthetic filaments, whether or not put up for retail sale"
540120,540120 --  - Of artificial filaments,540120,"Sewing thread; of artificial filaments, whether or not put up for retail sale"
540211,540211 -- (2007-) -- Of aramids,540211,"Yarn, synthetic; filament, monofilament (less than 67 decitex), of high tenacity yarn of nylon or other polyamides, textured or not; of aramids, not for retail sale, not sewing thread"
540219,540219 -- (2007-) -- Other,540219,"Yarn, synthetic; filament, monofilament (less than 67 decitex), of high tenacity nylon or other polyamides, textured or not; other than aramids, not for retail sale, not sewing thread"
540220,"540220 --  - High tenacity yarn of polyesters, whether or not textured",540220,"Yarn, synthetic; filament, monofilament (less than 67 decitex), of high tenacity yarn of polyesters, whether or not textured, not for retail sale, not sewing thread"
540231,"540231 --  -- Of nylon or other polyamides, measuring per single yarn not more than 50 tex",540231,"Yarn, synthetic; filament, monofilament (less than 67 decitex), textured, of nylon or other polyamides, measuring per single yarn not more than 50 decitex, not for retail sale, not sewing thread"
540232,"540232 --  -- Of nylon or other polyamides, measuring per single yarn more than 50 tex",540232,"Yarn, synthetic; filament, monofilament (less than 67 decitex), textured, of nylon or other polyamides, measuring per single yarn more than 50 decitex, not for retail sale, not sewing thread"
540233,540233 --  -- Of polyesters,540233,"Yarn, synthetic; filament, monofilament (less than 67 decitex), textured, of polyesters, not for retail sale, not sewing thread"
540234,540234 -- (2007-) -- Of polypropylene,540234,"Yarn, synthetic; filament, monofilament (less than 67 decitex), textured, of polypropylene, not for retail sale, not sewing thread"
540239,540239 --  -- Other,540239,"Yarn, synthetic; filament, monofilament (less than 67 decitex), textured, other than of nylon or other polymides, polyesters, or polypropylene, not for retail sale, not sewing thread"
540244,540244 -- (2007-) -- Elastomeric,540244,"Yarn, synthetic; filament, monofilament (less than 67 decitex), other than high tenacity or textured yarn, elastomeric, single, untwisted or twisted 50 turns or less per metre, not for retail sale, not sewing thread"
540245,"540245 -- (2007-) -- Other, of nylon or other polyamides",540245,"Yarn, synthetic; filament, monofilament (less than 67 decitex), of nylon or other polymides (not high tenacity or textured), single, untwisted or twisted 50 turns or less per metre, not for retail sale, not sewing thread"
540246,"540246 -- (2007-) -- Other, of polyesters, partially oriented",540246,"Yarn, synthetic; filament, monofilament (less than 67 decitex), of polyesters (not high tenacity or textured), partially oriented, single, untwisted or twisted 50 turns or less per metre, not for retail sale, not sewing thread"
540247,"540247 -- (2007-) -- Other, of polyesters",540247,"Yarn, synthetic; filament, monofilament (less than 67 decitex), polyesters (not high tenacity or textured), not partially oriented, single, untwisted or twisted 50 turns or less per metre, not for retail sale, not sewing thread"
540248,"540248 -- (2007-) -- Other, of polypropylene",540248,"Yarn, synthetic; filament, monofilament (less than 67 decitex), of polypropylene (not high tenacity or textured), single, untwisted or twisted 50 turns or less per metre, not for retail sale, not sewing thread"
540249,540249 --  -- Other,540249,"Yarn, synthetic; filament, monofilament (less than 67 decitex), other than high tenacity or textured yarn, single, untwisted or twisted 50 turns or less per metre, n.e.c. in heading no. 5402, not for retail sale, not sewing thread"
540251,540251 --  -- Of nylon or other polyamides,540251,"Yarn, synthetic; filament, monofilament (less than 67 decitex), of nylon or other polymides (not high tenacity or textured), single, twisted more than 50 turns per metre, not for retail sale, not sewing thread"
540252,540252 --  -- Of polyesters,540252,"Yarn, synthetic; filament, monofilament (less than 67 decitex), of polyesters (not high tenacity or textured), single, twisted more than 50 turns per metre, not for retail sale, not sewing thread"
540253,540253 -- (2017-) -- Of polypropylene,540253,"Yarn, synthetic; filament, monofilament (less than 67 decitex), of polypropylene (not high tenacity or textured), single, twisted more than 50 turns per metre, not for retail sale, not sewing thread"
540259,540259 --  -- Other,540259,"Yarn, synthetic; filament, monofilament (less than 67 decitex), other than high tenacity or textured yarn, single, twisted more than 50 turns per metre, n.e.c. in heading no. 5402, not for retail sale, not sewing thread"
540261,540261 --  -- Of nylon or other polyamides,540261,"Yarn, synthetic; filament, monofilament (less than 67 decitex), of nylon or other polymides (not high tenacity or textured), multiple (folded) or cabled, not for retail sale, not sewing thread"
540262,540262 --  -- Of polyesters,540262,"Yarn, synthetic; filament, monofilament (less than 67 decitex), of polyesters (not high tenacity or textured), multiple (folded) or cabled, not for retail sale, not sewing thread"
540263,540263 -- (2017-) -- Of polypropylene,540263,"Yarn, synthetic; filament, monofilament (less than 67 decitex), of polypropylene, other than high tenacity or textured yarn, multiple (folded) or cabled, not for retail sale, not sewing thread"
540269,540269 --  -- Other,540269,"Yarn, synthetic; filament, monofilament (less than 67 decitex), other than high tenacity or textured yarn, multiple (folded) or cabled, n.e.c. in heading no. 5402, not for retail sale, not sewing thread"
540310,540310 --  - High-tenacity yarn of viscose rayon,540310,"Yarn, artificial; filament, monofilament (less than 67 decitex), of high tenacity viscose rayon, not for retail sale, not sewing thread"
540331,"540331 --  -- Of viscose rayon, untwisted or with a twist not exceeding 120 turns per metre",540331,"Yarn, artificial; filament, monofilament (less than 67 decitex), of viscose rayon (not high tenacity), single, untwisted or twisted 120 turns per metre or less, not for retail sale, not sewing thread"
540332,"540332 --  -- Of viscose rayon, with a twist exceeding 120 turns per metre",540332,"Yarn, artificial; filament, monofilament (less than 67 decitex), of viscose rayon (not high tenacity), single, twisted more than 120 turns per metre, not for retail sale, not sewing thread"
540333,540333 --  -- Of cellulose acetate,540333,"Yarn, artificial; filament, monofilament (less than 67 decitex), of cellulose acetate, single, not for retail sale, not sewing thread"
540339,540339 --  -- Other,540339,"Yarn, artificial; filament, monofilament (less than 67 decitex), single, n.e.c. in heading no. 5403, not for retail sale, not sewing thread"
540341,540341 --  -- Of viscose rayon,540341,"Yarn, artificial; filament, monofilament (less than 67 decitex), of viscose rayon (not high tenacity), multiple (folded) or cabled, not for retail sale, not sewing thread"
540342,540342 --  -- Of cellulose acetate,540342,"Yarn, artificial; filament, monofilament (less than 67 decitex), of cellulose acetate, multiple (folded) or cabled, not for retail sale, not sewing thread"
540349,540349 --  -- Other,540349,"Yarn, artificial; filament, monofilament (less than 67 decitex), multiple (folded) or cabled, n.e.c. in heading no. 5403, not for retail sale, not sewing thread"
540411,540411 -- (2007-) -- Elastomeric,540411,Elastomeric monofilament; of 67 decitex or more and of which no cross-sectional dimension exceeds 1mm
540412,"540412 -- (2007-) -- Other, of polypropylene",540412,Monofilament of polypropylene; of 67 decitex or more and of which no cross-sectional dimension exceeds 1mm
540419,540419 -- (2007-) -- Other,540419,Monofilament n.e.c. in heading no 5404; of 67 decitex or more and of which no cross-sectional dimension exceeds 1mm
540490,540490 --  - Other,540490,"Filament, synthetic; strip and the like (e.g.. artificial straw), of synthetic textile materials of an apparent width not exceeding 5mm"
540500,"540500 --  Artificial monofilament of 67 decitex or more and of which no cross-sectional dimension exceeds 1 mm; strip and the like (for example, artificial straw), of artificial textile materials, of an apparent width not exceeding 5 mm",540500,"Monofilament, synthetic; of 67 decitex or more and of which no cross-sectional dimension exceeds 1mm, strip and the like (e.g. artificial straw), of synthetic textile materials with width not over 5mm"
540600,"540600 -- (2007-) Man-made filament yarn (other than sewing thread), put up for retail sale",540600,"Man-made filament yarn (other than sewing thread), put up for retail sale"
540710,540710 --  - Woven fabrics obtained from high-tenacity yarn of nylon or other polyamides or of polyesters,540710,"Fabrics, woven; from high tenacity yarn, of nylon, other polyamides or of polyesters"
540720,540720 --  - Woven fabrics obtained from strip or the like,540720,"Fabrics, woven; from strip or the like, of synthetic textile materials"
540730,540730 --  - Fabrics specified in note 9 to Section XI,540730,"Fabrics, woven; from synthetic filament yarn, adhesive or thermal bonded"
540741,540741 --  -- Unbleached or bleached,540741,"Fabrics, woven; containing 85% or more by weight of filaments of nylon or other polyamides, unbleached or bleached"
540742,540742 --  -- Dyed,540742,"Fabrics, woven; containing 85% or more by weight of filaments of nylon or other polyamides, dyed"
540743,540743 --  -- Of yarns of different colours,540743,"Fabrics, woven; containing 85% or more by weight of filaments of nylon or other polyamides, of yarns of different colours"
540744,540744 --  -- Printed,540744,"Fabrics, woven; containing 85% or more by weight of filaments of nylon or other polyamides, printed"
540751,540751 --  -- Unbleached or bleached,540751,"Fabrics, woven; containing 85% or more by weight of textured polyester filaments, unbleached or bleached"
540752,540752 --  -- Dyed,540752,"Fabrics, woven; containing 85% or more by weight of textured polyester filaments, dyed"
540753,540753 --  -- Of yarns of different colours,540753,"Fabrics, woven; containing 85% or more by weight of textured polyester filaments, of yarns of different colours"
540754,540754 --  -- Printed,540754,"Fabrics, woven; containing 85% or more by weight of textured polyester filaments, printed"
540761,540761 -- (1996-) -- Containing 85 % or more by weight of non-textured polyester filaments,540761,"Fabrics, woven; containing 85% or more by weight of non-textured polyester filaments"
540769,540769 -- (1996-) -- Other,540769,"Fabrics, woven; containing less than 85% by weight of non-textured polyester filaments"
540771,540771 --  -- Unbleached or bleached,540771,"Fabrics, woven; containing 85% or more by weight of synthetic filaments (excluding nylon or other polyamides and polyesters), unbleached or bleached"
540772,540772 --  -- Dyed,540772,"Fabrics, woven; containing 85% or more by weight of synthetic filaments (excluding nylon or other polyamides and polyesters), dyed"
540773,540773 --  -- Of yarns of different colours,540773,"Fabrics, woven; containing 85% or more by weight of synthetic filaments (excluding nylon or other polyamides and polyesters), of yarns of different colours"
540774,540774 --  -- Printed,540774,"Fabrics, woven; containing 85% or more by weight of synthetic filaments (excluding nylon or other polyamides and polyesters), printed"
540781,540781 --  -- Unbleached or bleached,540781,"Fabrics, woven; of synthetic filament yarn, containing less than 85% by weight of synthetic filaments, mixed mainly or solely with cotton, bleached or unbleached"
540782,540782 --  -- Dyed,540782,"Fabrics, woven; of synthetic filament yarn, containing less than 85% by weight of synthetic filaments, mixed mainly or solely with cotton, dyed"
540783,540783 --  -- Of yarns of different colours,540783,"Fabrics, woven; of synthetic filament yarn, containing less than 85% by weight of synthetic filaments, mixed mainly or solely with cotton, of yarns of different colours"
540784,540784 --  -- Printed,540784,"Fabrics, woven; of synthetic filament yarn, containing less than 85% by weight of synthetic filaments, printed"
540791,540791 --  -- Unbleached or bleached,540791,"Fabrics, woven; of synthetic filament yarn, bleached or unbleached, n.e.c. in heading no. 5407"
540792,540792 --  -- Dyed,540792,"Fabrics, woven; of synthetic filament yarn, dyed, n.e.c. in heading 5407"
540793,540793 --  -- Of yarns of different colours,540793,"Fabrics, woven; of synthetic filament yarn, of yarns of different colours, n.e.c. in heading no. 5407"
540794,540794 --  -- Printed,540794,"Fabrics, woven; of synthetic filament yarn, printed, n.e.c. in heading no. 5407"
540810,540810 --  - Woven fabrics obtained from high-tenacity yarn of viscose rayon,540810,"Fabrics, woven; of viscose rayon, high tenacity, artificial filament yarn"
540821,540821 --  -- Unbleached or bleached,540821,"Fabrics, woven; of artificial filament yarn, containing 85% or more by weight of artificial filament, strip or the like, bleached or unbleached"
540822,540822 --  -- Dyed,540822,"Fabrics, woven; of artificial filament yarn, containing 85% or more by weight of artificial filament, strip or the like, dyed"
540823,540823 --  -- Of yarns of different colours,540823,"Fabrics, woven; containing 85% or more by weight of artificial filament, strip or the like, of yarns of different colours"
540824,540824 --  -- Printed,540824,"Fabrics, woven; of artificial filament yarn, containing 85% or more by weight of artificial filament, strip or the like, printed"
540831,540831 --  -- Unbleached or bleached,540831,"Fabrics, woven; of artificial filament yarn, of artificial monofilament, strip and the like, n.e.c. in heading no. 5408, unbleached or bleached"
540832,540832 --  -- Dyed,540832,"Fabrics, woven; of artificial filament yarn, of artificial monofilament, strip and the like, n.e.c. in heading no. 5408, dyed"
540833,540833 --  -- Of yarns of different colours,540833,"Fabrics, woven; of artificial filament yarn, of artificial monofilament, strip and the like, n.e.c. in heading no. 5408, of yarns of different colours"
540834,540834 --  -- Printed,540834,"Fabrics, woven; of artificial filament yarn, of artificial monofilament, strip and the like, n.e.c. in heading no. 5408, printed"
550110,550110 --  - Of nylon or other polyamides,550110,"Fibres; synthetic filament tow, of nylon or other polyamides"
550111,"550111 -- (2022) -- Fibres; synthetic filament tow, of nylon or other polyamides, of aramids",550110,"Fibres; synthetic filament tow, of nylon or other polyamides"
550119,"550119 -- (2022) -- Fibres; synthetic filament tow, of nylon or other polyamides, of other than aramids",550110,"Fibres; synthetic filament tow, of nylon or other polyamides"
550120,550120 --  - Of polyesters,550120,"Fibres; synthetic filament tow, of polyesters"
550130,550130 --  - Acrylic or modacrylic,550130,"Fibres; synthetic filament tow, acrylic or modacrylic"
550140,550140 -- (2007-) - Of polypropylene,550140,"Fibres; synthetic filament tow, of polypropylene"
550190,550190 --  - Other,550190,"Fibres; synthetic filament tow, of synthetic materials n.e.c. in heading no. 5501"
550210,550210 -- (2017-) - Of cellulose acetate,550210,Fibres; artificial filament tow of cellulose acetate
550290,550290 -- (2017-) - Other,550290,"Fibres; artificial filament tow, other than cellulose acetate"
550311,550311 -- (2007-) -- Of aramids,550311,"Fibres; synthetic staple fibres, of aramids, not carded, combed or otherwise processed for spinning"
550319,550319 -- (2007-) -- Other,550319,"Fibres; synthetic staple fibres, of nylon or other polyamides other than aramids, not carded, combed or otherwise processed for spinning"
550320,550320 --  - Of polyesters,550320,"Fibres; synthetic staple fibres, of polyesters, not carded, combed or otherwise processed for spinning"
550330,550330 --  - Acrylic or modacrylic,550330,"Fibres; synthetic staple fibres, acrylic or modacrylic, not carded, combed or otherwise processed for spinning"
550340,550340 --  - Of polypropylene,550340,"Fibres; synthetic staple fibres, of polypropylene, not carded, combed or otherwise processed for spinning"
550390,550390 --  - Other,550390,"Fibres; synthetic staple fibres, of synthetic materials n.e.c. in heading no. 5503, not carded, combed or otherwise processed for spinning"
550410,550410 --  - Of viscose rayon,550410,"Fibres; artificial staple fibres, of viscose, not carded, combed or otherwise processed for spinning"
550490,550490 --  - Other,550490,"Fibres; artificial staple fibres, other than of viscose, not carded, combed or otherwise processed for spinning"
550510,550510 --  - Of synthetic fibres,550510,"Fibres; waste (including noils, yarn waste and garnetted stock), of synthetic fibres"
550520,550520 --  - Of artificial fibres,550520,"Fibres; waste (including noils, yarn waste and garnetted stock), of artificial fibres"
550610,550610 --  - Of nylon or other polyamides,550610,"Fibres; synthetic staple fibres, of nylon or other polyamides, carded, combed or otherwise processed for spinning"
550620,550620 --  - Of polyesters,550620,"Fibres; synthetic staple fibres, of polyesters, carded, combed or otherwise processed for spinning"
550630,550630 --  - Acrylic or modacrylic,550630,"Fibres; synthetic staple fibres, acrylic or modacrylic, carded, combed or otherwise processed for spinning"
550640,550640 -- (2017-) - Of polypropylene,550640,"Fibres; synthetic staple fibres, of polypropylene, carded, combed or otherwise processed for spinning"
550690,550690 --  - Other,550690,"Fibres; synthetic staple fibres, n.e.c. in heading no. 5506, carded, combed or otherwise processed for spinning"
550700,"550700 --  Artificial staple fibres, carded, combed or otherwise processed for spinning",550700,"Fibres; artificial staple fibres, carded, combed or otherwise processed for spinning"
550810,550810 --  - Of synthetic staple fibres,550810,"Sewing thread; of synthetic staple fibres, whether or not put up for retail sale"
550820,550820 --  - Of artificial staple fibres,550820,"Sewing thread; of artificial staple fibres, whether or not put up for retail sale"
550911,550911 --  -- Single yarn,550911,"Yarn; (not sewing thread), single, of synthetic staple fibres, containing 85% or more by weight of nylon or other polyamides, not put up for retail sale"
550912,550912 --  -- Multiple (folded) or cabled yarn,550912,"Yarn; (not sewing thread), multiple (folded) or cabled yarn, of synthetic staple fibres, containing 85% or more by weight of nylon or other polyamides, not put up for retail sale"
550921,550921 --  -- Single yarn,550921,"Yarn; (not sewing thread), single, of synthetic staple fibres, containing 85% or more by weight of polyester, not put up for retail sale"
550922,550922 --  -- Multiple (folded) or cabled yarn,550922,"Yarn; (not sewing thread), multiple (folded) or cabled yarn, of synthetic staple fibres, containing 85% or more by weight of polyester, not put up for retail sale"
550931,550931 --  -- Single yarn,550931,"Yarn; (not sewing thread), single, of synthetic staple fibres, containing 85% or more by weight of acrylic or modacrylic, not put up for retail sale"
550932,550932 --  -- Multiple (folded) or cabled yarn,550932,"Yarn; (not sewing thread), multiple (folded) or cabled, of synthetic staple fibres, containing 85% or more by weight of acrylic or modacrylic, not put up for retail sale"
550941,550941 --  -- Single yarn,550941,"Yarn; (not sewing thread), single, containing 85% or more by weight of synthetic staple fibres, n.e.c. in heading no. 5509, not put up for retail sale"
550942,550942 --  -- Multiple (folded) or cabled yarn,550942,"Yarn; (not sewing thread), multiple (folded) or cabled yarn, containing 85% or more by weight of synthetic staple fibres, n.e.c. in heading no. 5509, not put up for retail sale"
550951,550951 --  -- Mixed mainly or solely with artificial staple fibres,550951,"Yarn; (not sewing thread), of polyester staple fibres, mixed mainly or solely with artificial staple fibres, not put up for retail sale"
550952,550952 --  -- Mixed mainly or solely with wool or fine animal hair,550952,"Yarn; (not sewing thread), of polyester staple fibres, mixed mainly or solely with wool or fine animal hair, not put up for retail sale"
550953,550953 --  -- Mixed mainly or solely with cotton,550953,"Yarn; (not sewing thread), of polyester staple fibres, mixed mainly or solely with cotton, not put up for retail sale"
550959,550959 --  -- Other,550959,"Yarn; (not sewing thread), of polyester staple fibres, mixed mainly or solely with fibres n.e.c. in item no. 5509.5, not put up for retail sale"
550961,550961 --  -- Mixed mainly or solely with wool or fine animal hair,550961,"Yarn; (not sewing thread), of acrylic or modacrylic staple fibres, mixed mainly or solely with wool or fine animal hair, not put up for retail sale"
550962,550962 --  -- Mixed mainly or solely with cotton,550962,"Yarn; (not sewing thread), of acrylic or modacrylic staple fibres, mixed mainly or solely with cotton, not put up for retail sale"
550969,550969 --  -- Other,550969,"Yarn; (not sewing thread), of acrylic or modacrylic staple fibres, mixed mainly or solely with fibres n.e.c. in item no. 5509.6, not put up for retail sale"
550991,550991 --  -- Mixed mainly or solely with wool or fine animal hair,550991,"Yarn; (not sewing thread), of synthetic staple fibres, mixed mainly or solely with wool or fine animal hair, n.e.c. in heading no. 5509, not put up for retail sale"
550992,550992 --  -- Mixed mainly or solely with cotton,550992,"Yarn; (not sewing thread), of synthetic staple fibres, mixed mainly or solely with cotton, n.e.c. in heading no. 5509, not put up for retail sale"
