HS - Combined  Product Code,HS - Combined  Product Description,HS 2012 Product Code,HS 2012 Product Description
121410,121410 --  - Lucerne (alfalfa) meal and pellets,121410,Lucerne (alfalfa) meal and pellets
121490,121490 --  - Other,121490,Other
130120,130120 --  - Gum Arabic,130120,Gum Arabic
130190,130190 --  - Other,130190,Other
130211,130211 --  -- Opium,130211,Opium
130212,130212 --  -- Of liquorice,130212,Of liquorice
130213,130213 --  -- Of hops,130213,Of hops
130219,130219 --  -- Other,130219,Other
130220,"130220 --  - Pectic substances, pectinates and pectates",130220,"Pectic substances, pectinates and pectates"
130231,130231 --  -- Agar-agar,130231,Agar-agar
130232,"130232 --  -- Mucilages and thickeners, whether or not modified, derived from locust beans, locust bean seeds or guar seeds",130232,"Mucilages and thickeners, whether or not modified, derived from locust beans, locust bean seeds or guar seeds"
130239,130239 --  -- Other,130239,Other
140110,140110 --  - Bamboos,140110,Bamboos
140120,140120 --  - Rattans,140120,Rattans
140190,140190 --  - Other,140190,Other
140420,140420 --  - Cotton linters,140420,Cotton linters
140490,140490 --  - Other,140490,Other
150110,150110 -- (2012-) - Lard,150110,Lard
150120,150120 -- (2012-) - Other pig fat,150120,Other pig fat
150190,150190 -- (2012-) - Other,150190,Other
150210,150210 -- (2012-) - Tallow,150210,Tallow
150290,150290 -- (2012-) - Other,150290,Other
150300,"150300 --  Lard stearin, lard oil, oleostearin, oleo-oil and tallow oil, not emulsified or mixed or otherwise prepared",150300,"Lard stearin, lard oil, oleostearin, oleo-oil and tallow oil, not emulsified or mixed or otherwise prepared."
150410,150410 --  - Fish-liver oils and their fractions,150410,Fish-liver oils and their fractions
150420,"150420 --  - Fats and oils and their fractions, of fish, other than liver oils",150420,"Fats and oils and their fractions, of fish, other than liver oils"
150430,"150430 --  - Fats and oils and their fractions, of marine mammals",150430,"Fats and oils and their fractions, of marine mammals"
150500,150500 -- (2002-) Wool grease and fatty substances derived therefrom (including lanolin),150500,Wool grease and fatty substances derived therefrom (including lanolin).
150600,"150600 --  Other animal fats and oils and their fractions, whether or not refined, but not chemically modified",150600,"Other animal fats and oils and their fractions, whether or not refined, but not chemically modified."
150710,"150710 --  - Crude oil, whether or not degummed",150710,"Crude oil, whether or not degummed"
150790,150790 --  - Other,150790,Other
150810,150810 --  - Crude oil,150810,Crude oil
150890,150890 --  - Other,150890,Other
150910,150910 --  - Virgin,150910,Virgin
150920,"150920 -- (2022) -- Vegetable oils; olive oil and its fractions, extra virgin olive oil, whether or not refined, but not chemically modified",150910,Virgin
150930,"150930 -- (2022) -- Vegetable oils; olive oil and its fractions, virgin olive oil, whether or not refined, but not chemically modified",150910,Virgin
150940,"150940 -- (2022) -- Vegetable oils; olive oil and its fractions, virgin olive oils n.e.c. in heading 1509, whether or not refined, but not chemically modified",150910,Virgin
150990,150990 --  - Other,150990,Other
151000,"151000 --  Other oils and their fractions, obtained solely from olives, whether or not refined, but not chemically modified, including blends of these oils or fractions with oils or fractions of heading 1509",151000,"Other oils and their fractions, obtained solely from olives, whether or not refined, but not chemically modified, including blends of these oils or fractions with oils or fractions of heading 15.09."
151010,"151010 -- (2022) -- Vegetable oils; crude olive pomace oil and their fractions, obtained solely from olives, whether or not refined, but not chemically modified",151000,"Other oils and their fractions, obtained solely from olives, whether or not refined, but not chemically modified, including blends of these oils or fractions with oils or fractions of heading 15.09."
151090,"151090 -- (2022) -- Vegetable oils; oils and their fractions n.e.c. in heading 1510, obtained solely from olives, whether or not refined, but not chemically modified, including blends of these oils or fractions with oils or fractions of heading no. 1509",151000,"Other oils and their fractions, obtained solely from olives, whether or not refined, but not chemically modified, including blends of these oils or fractions with oils or fractions of heading 15.09."
151110,151110 --  - Crude oil,151110,Crude oil
151190,151190 --  - Other,151190,Other
151211,151211 --  -- Crude oil,151211,Crude oil
151219,151219 --  -- Other,151219,Other
151221,"151221 --  -- Crude oil, whether or not gossypol has been removed",151221,"Crude oil, whether or not gossypol has been removed"
151229,151229 --  -- Other,151229,Other
151311,151311 --  -- Crude oil,151311,Crude oil
151319,151319 --  -- Other,151319,Other
151321,151321 --  -- Crude oil,151321,Crude oil
151329,151329 --  -- Other,151329,Other
151411,151411 -- (2002-) -- Crude oil,151411,Crude oil
151419,151419 -- (2002-) -- Other,151419,Other
151491,151491 -- (2002-) -- Crude oil,151491,Crude oil
151499,151499 -- (2002-) -- Other,151499,Other
151511,151511 --  -- Crude oil,151511,Crude oil
151519,151519 --  -- Other,151519,Other
151521,151521 --  -- Crude oil,151521,Crude oil
151529,151529 --  -- Other,151529,Other
151530,151530 --  - Castor oil and its fractions,151530,Castor oil and its fractions
151550,151550 --  - Sesame oil and its fractions,151550,Sesame oil and its fractions
151590,151590 --  - Other,151590,Other
151610,151610 --  - Animal fats and oils and their fractions,151610,Animal fats and oils and their fractions
151620,151620 --  - Vegetable fats and oils and their fractions,151620,Vegetable fats and oils and their fractions
151630,"151630 -- (2022) -- Microbial fats and oils and their fractions; partly or wholly hydrogenated, inter-esterified, re-esterified or elaidinised, whether or not refined, but not further prepared",151620,Vegetable fats and oils and their fractions
151710,"151710 --  - Margarine, excluding liquid margarine",151710,"Margarine, excluding liquid margarine"
151790,151790 --  - Other,151790,Other
151800,"151800 --  Animal or vegetable fats and oils and their fractions, boiled, oxidised, dehydrated, sulphurised, blown, polymerised by heat in vacuum or in inert gas or otherwise chemically modified, excluding those of heading 1516; inedible mixtures or preparations of ",151800,"Animal or vegetable fats and oils and their fractions, boiled, oxidised, dehydrated, sulphurised, blown, polymerised by heat in vacuum or in inert gas or otherwise chemically modified, excluding those of heading 15.16; inedible mixtures or preparations of"
152000,"152000 -- (1996-) Glycerol, crude; glycerol waters and glycerol lyes",152000,"Glycerol, crude; glycerol waters and glycerol lyes."
152110,152110 --  - Vegetable waxes,152110,Vegetable waxes
152190,152190 --  - Other,152190,Other
152200,152200 --  Degras; residues resulting from the treatment of fatty substances or animal or vegetable waxes,152200,Degras; residues resulting from the treatment of fatty substances or animal or vegetable waxes.
160100,"160100 --  Sausages and similar products, of meat, meat offal or blood; food preparations based on these products",160100,"Sausages and similar products, of meat, meat offal or blood; food preparations based on these products."
160210,160210 --  - Homogenised preparations,160210,Homogenised preparations
160220,160220 --  - Of liver of any animal,160220,Of liver of any animal
160231,160231 --  -- Of turkeys,160231,Of turkeys
160232,160232 -- (1996-) -- Of fowls of the species Gallus domesticus,160232,Of fowls of the species Gallus domesticus
160239,160239 --  -- Other,160239,Other
160241,160241 --  -- Hams and cuts thereof,160241,Hams and cuts thereof
160242,160242 --  -- Shoulders and cuts thereof,160242,Shoulders and cuts thereof
160249,"160249 --  -- Other, including mixtures",160249,"Other, including mixtures"
160250,160250 --  - Of bovine animals,160250,Of bovine animals
160290,"160290 --  - Other, including preparations of blood of any animal",160290,"Other, including preparations of blood of any animal"
160300,"160300 --  Extracts and juices of meat, fish or crustaceans, molluscs or other aquatic invertebrates",160300,"Extracts and juices of meat, fish or crustaceans, molluscs or other aquatic invertebrates."
160411,160411 --  -- Salmon,160411,Salmon
160412,160412 --  -- Herring,160412,Herrings
160413,"160413 --  -- Sardines, sardinella and brisling or sprats",160413,"Sardines, sardinella and brisling or sprats"
160414,"160414 --  -- Tuna, skipjack and bonito (Sarda spp.)",160414,"Tunas, skipjack and bonito (Sarda spp.)"
160415,160415 --  -- Mackerel,160415,Mackerel
160416,160416 --  -- Anchovies,160416,Anchovies
160417,160417 -- (2012-) -- Eels,160417,Eels
160419,160419 --  -- Other,160419,Other
160420,160420 --  - Other prepared or preserved fish,160420,Other prepared or preserved fish
160431,160431 -- (2012-) -- Caviar,160431,Caviar
160432,160432 -- (2012-) -- Caviar substitutes,160432,Caviar substitutes
160510,160510 --  - Crab,160510,Crab
160521,160521 -- (2012-) -- Not in airtight containers,160521,Not in airtight container
160529,160529 -- (2012-) -- Other,160529,Other
160530,160530 --  - Lobster,160530,Lobster
160540,160540 --  - Other crustaceans,160540,Other crustaceans
160551,160551 -- (2012-) -- Oysters,160551,Oysters
160552,"160552 -- (2012-) -- Scallops, including queen scallops",160552,"Scallops, including queen scallops"
160553,160553 -- (2012-) -- Mussels,160553,Mussels
160554,160554 -- (2012-) -- Cuttlefish and squid,160554,Cuttle fish and squid
160555,160555 -- (2012-) -- Octopus,160555,Octopus
160556,"160556 -- (2012-) -- Clams, cockles and arkshells",160556,"Clams, cockles and arkshells"
160557,160557 -- (2012-) -- Abalone,160557,Abalone
160558,"160558 -- (2012-) -- Snails, other than sea snails",160558,"Snails, other than sea snails"
160559,160559 -- (2012-) -- Other,160559,Other
160561,160561 -- (2012-) -- Sea cucumbers,160561,Sea cucumbers
160562,160562 -- (2012-) -- Sea urchins,160562,Sea urchins
160563,160563 -- (2012-) -- Jellyfish,160563,Jellyfish
160569,160569 -- (2012-) -- Other,160569,Other
170112,170112 --  -- Beet sugar,170112,Beet sugar
170113,170113 -- (2012-) -- Cane sugar specified in subheading note 2 to this chapter,170113,Cane sugar specified in Subheading Note 2 to this Chapter
170114,170114 -- (2012-) -- Other cane sugar,170114,Other cane sugar
170191,170191 --  -- Containing added flavouring or colouring matter,170191,Containing added flavouring or colouring matter
170199,170199 --  -- Other,170199,Other
170211,"170211 -- (1996-) -- Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",170211,"Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter"
170219,170219 -- (1996-) -- Other,170219,Other
170220,170220 --  - Maple sugar and maple syrup,170220,Maple sugar and maple syrup
170230,"170230 --  - Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",170230,"Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose"
170240,"170240 --  - Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar",170240,"Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar"
170250,170250 --  - Chemically pure fructose,170250,Chemically pure fructose
170260,"170260 --  - Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar",170260,"Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar"
170290,"170290 --  - Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose",170290,"Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose"
170310,170310 --  - Cane molasses,170310,Cane molasses
170390,170390 --  - Other,170390,Other
170410,"170410 --  - Chewing gum, whether or not sugar-coated",170410,"Chewing gum, whether or not sugar-coated"
170490,170490 --  - Other,170490,Other
180100,"180100 --  Cocoa beans, whole or broken, raw or roasted",180100,"Cocoa beans, whole or broken, raw or roasted."
180200,"180200 --  Cocoa shells, husks, skins and other cocoa waste",180200,"Cocoa shells, husks, skins and other cocoa waste."
180310,180310 --  - Not defatted,180310,Not defatted
180320,180320 --  - Wholly or partly defatted,180320,Wholly or partly defatted
180400,"180400 --  Cocoa butter, fat and oil",180400,"Cocoa butter, fat and oil."
180500,"180500 --  Cocoa powder, not containing added sugar or other sweetening matter",180500,"Cocoa powder, not containing added sugar or other sweetening matter."
180610,"180610 --  - Cocoa powder, containing added sugar or other sweetening matter",180610,"Cocoa powder, containing added sugar or other sweetening matter"
180620,"180620 --  - Other preparations in blocks, slabs or bars weighing more than 2 kg or in liquid, paste, powder, granular or other bulk form in containers or immediate packings, of a content exceeding 2 kg",180620,"Other preparations in blocks, slabs or bars weighing more than 2 kg or in liquid, paste, powder, granular or other bulk form in containers or immediate packings, of a content exceeding 2 kg"
180631,180631 --  -- Filled,180631,Filled
180632,180632 --  -- Not filled,180632,Not filled
180690,180690 --  - Other,180690,Other
190110,"190110 --  - Preparations suitable for infants or young children, put up for retail sale",190110,"Preparations for infant use, put up for retail sale"
190120,190120 --  - Mixes and doughs for the preparation of bakers' wares of heading 1905,190120,Mixes and doughs for the preparation of bakers' wares of heading 19.05
190190,190190 --  - Other,190190,Other
190211,190211 --  -- Containing eggs,190211,Containing eggs
190219,190219 --  -- Other,190219,Other
190220,"190220 --  - Stuffed pasta, whether or not cooked or otherwise prepared",190220,"Stuffed pasta, whether or not cooked or otherwise prepared"
190230,190230 --  - Other pasta,190230,Other pasta
190240,190240 --  - Couscous,190240,Couscous
190300,"190300 --  Tapioca and substitutes therefor prepared from starch, in the form of flakes, grains, pearls, siftings or similar forms",190300,"Tapioca and substitutes therefor prepared from starch, in the form of flakes, grains, pearls, siftings or in similar forms."
190410,190410 --  - Prepared foods obtained by the swelling or roasting of cereals or cereal products,190410,Prepared foods obtained by the swelling or roasting of cereals or cereal products
190420,190420 -- (1996-) - Prepared foods obtained from unroasted cereal flakes or from mixtures of unroasted cereal flakes and roasted cereal flakes or swelled cereals,190420,Prepared foods obtained from unroasted cereal flakes or from mixtures of unroasted cereal flakes and roasted cereal flakes or swelled cereals
190430,190430 -- (2002-) - Bulgur wheat,190430,Bulgur wheat
190490,190490 --  - Other,190490,Other
190510,190510 --  - Crispbread,190510,Crispbread
190520,190520 --  - Gingerbread and the like,190520,Gingerbread and the like
190531,190531 -- (2002-) -- Sweet biscuits,190531,Sweet biscuits
190532,190532 -- (2002-) -- Waffles and wafers,190532,Waffles and wafers
190540,"190540 --  - Rusks, toasted bread and similar toasted products",190540,"Rusks, toasted bread and similar toasted products"
190590,190590 --  - Other,190590,Other
200110,200110 --  - Cucumbers and gherkins,200110,Cucumbers and gherkins
200190,200190 --  - Other,200190,Other
200210,"200210 --  - Tomatoes, whole or in pieces",200210,"Tomatoes, whole or in pieces"
200290,200290 --  - Other,200290,Other
200310,200310 --  - Mushrooms of the genus Agaricus,200310,Mushrooms of the genus Agaricus
200390,200390 -- (2002-) - Other,200390,Other
200410,200410 --  - Potatoes,200410,Potatoes
200490,200490 --  - Other vegetables and mixtures of vegetables,200490,Other vegetables and mixtures of vegetables
200510,200510 --  - Homogenised vegetables,200510,Homogenised vegetables
200520,200520 --  - Potatoes,200520,Potatoes
200540,200540 --  - Peas (Pisum sativum),200540,Peas (Pisum sativum)
200551,"200551 --  -- Beans, shelled",200551,"Beans, shelled"
200559,200559 --  -- Other,200559,Other
200560,200560 --  - Asparagus,200560,Asparagus
200570,200570 --  - Olives,200570,Olives
200580,200580 --  - Sweetcorn (Zea mays var.saccharata),200580,Sweet corn (Zea mays var. saccharata)
200591,200591 -- (2007-) -- Bamboo shoots,200591,Bamboo shoots
200599,200599 -- (2007-) -- Other,200599,Other
200600,"200600 --  Vegetables, fruit, nuts, fruit-peel and other parts of plants, preserved by sugar (drained, glacé or crystallised)",200600,"Vegetables, fruit, nuts, fruit-peel and other parts of plants, preserved by sugar (drained, glacé or crystallised)."
200710,200710 --  - Homogenised preparations,200710,Homogenised preparations
200791,200791 --  -- Citrus fruit,200791,Citrus fruit
200799,200799 --  -- Other,200799,Other
200811,200811 --  -- Groundnuts,200811,Ground-nuts
200819,"200819 --  -- Other, including mixtures",200819,"Other, including mixtures"
200820,200820 --  - Pineapples,200820,Pineapples
200830,200830 --  - Citrus fruit,200830,Citrus fruit
200840,200840 --  - Pears,200840,Pears
200850,200850 --  - Apricots,200850,Apricots
200860,200860 --  - Cherries,200860,Cherries
200870,"200870 --  - Peaches, including nectarines",200870,"Peaches, including nectarines"
200880,200880 --  - Strawberries,200880,Strawberries
200891,200891 --  -- Palm hearts,200891,Palm hearts
200893,"200893 -- (2012-) -- Cranberries (Vaccinium macrocarpon,  Vaccinium oxycoccos, Vaccinium vitis-idaea)",200893,"Cranberries (Vaccinium macrocarpon, Vaccinium oxycoccos, Vaccinium vitis-idaea)"
200897,200897 -- (2012-) -- Mixtures,200897,Mixtures
200899,200899 --  -- Other,200899,Other
200911,200911 --  -- Frozen,200911,Frozen
200912,"200912 -- (2002-) -- Not frozen, of a Brix value not exceeding 20",200912,"Not frozen, of a Brix value not exceeding 20"
200919,200919 --  -- Other,200919,Other
200921,200921 -- (2002-) -- Of a Brix value not exceeding 20,200921,Of a Brix value not exceeding 20
200929,200929 -- (2002-) -- Other,200929,Other
200931,200931 -- (2002-) -- Of a Brix value not exceeding 20,200931,Of a Brix value not exceeding 20
200939,200939 -- (2002-) -- Other,200939,Other
200941,200941 -- (2002-) -- Of a Brix value not exceeding 20,200941,Of a Brix value not exceeding 20
200949,200949 -- (2002-) -- Other,200949,Other
200950,200950 --  - Tomato juice,200950,Tomato juice
200961,200961 -- (2002-) -- Of a Brix value not exceeding 30,200961,Of a Brix value not exceeding 30
200969,200969 -- (2002-) -- Other,200969,Other
200971,200971 -- (2002-) -- Of a Brix value not exceeding 20,200971,Of a Brix value not exceeding 20
200979,200979 -- (2002-) -- Other,200979,Other
200981,"200981 -- (2012-) -- Cranberry (Vaccinium macrocarpon, Vaccinium oxycoccos, Vaccinium vitis-idaea) juice",200981,"Cranberry (Vaccinium macrocarpon, Vaccinium oxycoccos, Vaccinium vitis-idaea) juice"
200989,200989 -- (2012-) -- Other,200989,Other
200990,200990 --  - Mixtures of juices,200990,Mixtures of juices
210111,"210111 -- (1996-) -- Extracts, essences and concentrates",210111,"Extracts, essences and concentrates"
210112,"210112 -- (1996-) -- Preparations with a basis of these extracts, essences or concentrates or with a basis of coffee",210112,"Preparations with a basis of extracts, essences or concentrates or with a basis of coffee"
210120,"210120 --  - Extracts, essences and concentrates, of tea or maté, and preparations with a basis of these extracts, essences or concentrates, or with a basis of tea or maté",210120,"Extracts, essences and concentrates, of tea or maté, and preparations with a basis of these extracts, essences or concentrates or with a basis of tea or maté"
210130,"210130 --  - Roasted chicory and other roasted coffee substitutes, and extracts, essences and concentrates thereof",210130,"Roasted chicory and other roasted coffee substitutes, and extracts, essences and concentrates thereof"
210210,210210 --  - Active yeasts,210210,Active yeasts
210220,"210220 --  - Inactive yeasts; other single-cell micro-organisms, dead",210220,"Inactive yeasts; other single-cell micro-organisms, dead"
210230,210230 --  - Prepared baking powders,210230,Prepared baking powders
210310,210310 --  - Soya sauce,210310,Soya sauce
210320,210320 --  - Tomato ketchup and other tomato sauces,210320,Tomato ketchup and other tomato sauces
210330,210330 --  - Mustard flour and meal and prepared mustard,210330,Mustard flour and meal and prepared mustard
210390,210390 --  - Other,210390,Other
210410,210410 --  - Soups and broths and preparations therefor,210410,Soups and broths and preparations therefor
210420,210420 --  - Homogenised composite food preparations,210420,Homogenised composite food preparations
210500,"210500 --  Ice cream and other edible ice, whether or not containing cocoa",210500,"Ice cream and other edible ice, whether or not containing cocoa."
210610,210610 --  - Protein concentrates and textured protein substances,210610,Protein concentrates and textured protein substances
210690,210690 --  - Other,210690,Other
220110,220110 --  - Mineral waters and aerated waters,220110,Mineral waters and aerated waters
220190,220190 --  - Other,220190,Other
220210,"220210 --  - Waters, including mineral waters and aerated waters, containing added sugar or other sweetening matter or flavoured",220210,"Waters, including mineral waters and aerated waters, containing added sugar or other sweetening matter or flavoured"
220290,220290 -- (-2016) - Other,220290,Other
220300,220300 --  Beer made from malt,220300,Beer made from malt.
220410,220410 --  - Sparkling wine,220410,Sparkling wine
220421,220421 --  -- In containers holding 2 litres or less,220421,In containers holding 2 l or less
220429,220429 --  -- Other,220429,Other
220430,220430 --  - Other grape must,220430,Other grape must
220510,220510 --  - In containers holding 2 litres or less,220510,In containers holding 2 l or less
220590,220590 --  - Other,220590,Other
220600,"220600 --  Other fermented beverages (for example, cider, perry, mead, saké); mixtures of fermented beverages and mixtures of fermented beverages and non-alcoholic beverages, not elsewhere specified or included",220600,"Other fermented beverages (for example, cider, perry, mead); mixtures of fermented beverages and mixtures of fermented beverages and non-alcoholic beverages, not elsewhere specified or included."
220710,220710 --  - Undenatured ethyl alcohol of an alcoholic strength by volume of 80 % vol or higher,220710,Undenatured ethyl alcohol of an alcoholic strength by volume of 80 % vol. or higher
220720,"220720 --  - Ethyl alcohol and other spirits, denatured, of any strength",220720,"Ethyl alcohol and other spirits, denatured, of any strength"
220820,220820 --  - Spirits obtained by distilling grape wine or grape marc,220820,Spirits obtained by distilling grape wine or grape marc
220830,220830 --  - Whiskies,220830,Whiskies
220840,220840 --  - Rum and other spirits obtained by distilling fermented sugar-cane products,220840,Rum and other spirits obtained by distilling fermented sugar-cane products
220850,220850 --  - Gin and Geneva,220850,Gin and Geneva
220860,220860 -- (1996-) - Vodka,220860,Vodka
220870,220870 -- (1996-) - Liqueurs and cordials,220870,Liqueurs and cordials
220890,220890 --  - Other,220890,Other
220900,220900 --  Vinegar and substitutes for vinegar obtained from acetic acid,220900,Vinegar and substitutes for vinegar obtained from acetic acid.
230110,"230110 --  - Flours, meals and pellets, of meat or meat offal; greaves",230110,"Flours, meals and pellets, of meat or meat offal; greaves"
230120,"230120 --  - Flours, meals and pellets, of fish or of crustaceans, molluscs or other aquatic invertebrates",230120,"Flours, meals and pellets, of fish or of crustaceans, molluscs or other aquatic invertebrates"
230210,230210 --  - Of maize (corn),230210,Of maize (corn)
230230,230230 --  - Of wheat,230230,Of wheat
230240,230240 --  - Of other cereals,230240,Of other cereals
230250,230250 --  - Of leguminous plants,230250,Of leguminous plants
230310,230310 --  - Residues of starch manufacture and similar residues,230310,Residues of starch manufacture and similar residues
230320,"230320 --  - Beet-pulp, bagasse and other waste of sugar manufacture",230320,"Beet-pulp, bagasse and other waste of sugar manufacture"
230330,230330 --  - Brewing or distilling dregs and waste,230330,Brewing or distilling dregs and waste
230400,"230400 --  Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting from the extraction of soya-bean oil",230400,"Oil-cake and other solid residues, whether or not ground or in the form of pellets, resulting from the extraction of soyabean oil."
230500,"230500 --  Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting from the extraction of groundnut oil",230500,"Oil-cake and other solid residues, whether or not ground or in the form of pellets, resulting from the extraction of ground-nut oil."
230610,230610 --  - Of cotton seeds,230610,Of cotton seeds
230620,230620 --  - Of linseed,230620,Of linseed
230630,230630 --  - Of sunflower seeds,230630,Of sunflower seeds
230641,230641 -- (2002-) -- Of low erucic acid rape or colza seeds,230641,Of low erucic acid rape or colza seeds
230649,230649 -- (2002-) -- Other,230649,Other
230650,230650 --  - Of coconut or copra,230650,Of coconut or copra
230660,230660 --  - Of palm nuts or kernels,230660,Of palm nuts or kernels
230690,230690 --  - Other,230690,Other
230700,230700 --  Wine lees; argol,230700,Wine lees; argol.
230800,"230800 -- (2002-) Vegetable materials and vegetable waste, vegetable residues and by-products, whether or not in the form of pellets, of a kind used in animal feeding, not elsewhere specified or included",230800,"Vegetable materials and vegetable waste, vegetable residues and by-products, whether or not in the form of pellets, of a kind used in animal feeding, not elsewhere specified or included."
230910,"230910 --  - Dog or cat food, put up for retail sale",230910,"Dog or cat food, put up for retail sale"
230990,230990 --  - Other,230990,Other
240110,"240110 --  - Tobacco, not stemmed/stripped",240110,"Tobacco, not stemmed/stripped"
240120,"240120 --  - Tobacco, partly or wholly stemmed/stripped",240120,"Tobacco, partly or wholly stemmed/stripped"
240130,240130 --  - Tobacco refuse,240130,Tobacco refuse
240210,"240210 --  - Cigars, cheroots and cigarillos, containing tobacco",240210,"Cigars, cheroots and cigarillos, containing tobacco"
240220,240220 --  - Cigarettes containing tobacco,240220,Cigarettes containing tobacco
240290,240290 --  - Other,240290,Other
240311,240311 -- (2012-) -- Water-pipe tobacco specified in subheading note 1 to this chapter,240311,Water pipe tobacco specified in Subheading Note 1 to this Chapter
240319,240319 -- (2012-) -- Other,240319,Other
240391,240391 --  -- ‘Homogenised’ or ‘reconstituted’ tobacco,240391,“Homogenised” or “reconstituted” tobacco
240399,240399 --  -- Other,240399,Other
240411,"240411 -- (2022) -- Products containing tobacco or reconstituted tobacco, intended for inhalation without combustion",240391,“Homogenised” or “reconstituted” tobacco
240412,"240412 -- (2022) -- Products containing nicotine, other than tobacco or reconstituted tobacco, intended for inhalation without combustion",382490,Other
240419,"240419 -- (2022) -- Products containing tobacco or nicotine substitutes, intended for inhalation without combustion",240399,Other
240491,"240491 -- (2022) -- Products n.e.c. in heading 2404, intended for the intake of nicotine into the human body, for oral application",210690,Other
240492,"240492 -- (2022) -- Products n.e.c. in heading 2404, intended for the intake of nicotine into the human body, for transdermal application",382490,Other
240499,"240499 -- (2022) -- Products n.e.c. in heading 2404, intended for the intake of nicotine into the human body, by ways other than inhalation, and other than oral or transdermal application",382490,Other
250100,"250100 --  Salt (including table salt and denatured salt) and pure sodium chloride, whether or not in aqueous solution or containing added anti-caking or free-flowing agents; sea water",250100,"Salt (including table salt and denatured salt) and pure sodium chloride, whether or not in aqueous solution or containing added anti-caking or free-flowing agents; sea water."
250200,250200 --  Unroasted iron pyrites,250200,Unroasted iron pyrites.
250300,"250300 -- (1996-) Sulphur of all kinds, other than sublimed sulphur, precipitated sulphur and colloidal sulphur",250300,"Sulphur of all kinds, other than sublimed sulphur, precipitated sulphur and colloidal sulphur."
250410,250410 --  - In powder or in flakes,250410,In powder or in flakes
250490,250490 --  - Other,250490,Other
250510,250510 --  - Silica sands and quartz sands,250510,Silica sands and quartz sands
250590,250590 --  - Other,250590,Other
250610,250610 --  - Quartz,250610,Quartz
250620,250620 -- (2007-) - Quartzite,250620,Quartzite
250700,"250700 --  Kaolin and other kaolinic clays, whether or not calcined",250700,"Kaolin and other kaolinic clays, whether or not calcined."
250810,250810 --  - Bentonite,250810,Bentonite
250830,250830 --  - Fireclay,250830,Fire-clay
250840,250840 --  - Other clays,250840,Other clays
250850,"250850 --  - Andalusite, kyanite and sillimanite",250850,"Andalusite, kyanite and sillimanite"
250860,250860 --  - Mullite,250860,Mullite
250870,250870 --  - Chamotte or dinas earths,250870,Chamotte or dinas earths
250900,250900 --  Chalk,250900,Chalk.
251010,251010 --  - Unground,251010,Unground
251020,251020 --  - Ground,251020,Ground
251110,251110 --  - Natural barium sulphate (barytes),251110,Natural barium sulphate (barytes)
251120,251120 --  - Natural barium carbonate (witherite),251120,Natural barium carbonate (witherite)
251200,"251200 --  Siliceous fossil meals (for example, kieselguhr, tripolite and diatomite) and similar siliceous earths, whether or not calcined, of an apparent specific gravity of 1 or less",251200,"Siliceous fossil meals (for example, kieselguhr, tripolite and diatomite) and similar siliceous earths, whether or not calcined, of an apparent specific gravity of 1 or less."
251310,251310 -- (2007-) - Pumice stone,251310,Pumice stone
251320,"251320 -- (1996-) - Emery, natural corundum, natural garnet and other natural abrasives",251320,"Emery, natural corundum, natural garnet and other natural abrasives"
251400,"251400 --  Slate, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape",251400,"Slate, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape."
251511,251511 --  -- Crude or roughly trimmed,251511,Crude or roughly trimmed
251512,"251512 --  -- Merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape",251512,"Merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape"
251520,251520 --  - Ecaussine and other calcareous monumental or building stone; alabaster,251520,Ecaussine and other calcareous monumental or building stone; alabaster
251611,251611 --  -- Crude or roughly trimmed,251611,Crude or roughly trimmed
251612,"251612 --  -- Merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape",251612,"Merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape"
251620,251620 -- (2007-) - Sandstone,251620,Sandstone
251690,251690 --  - Other monumental or building stone,251690,Other monumental or building stone
251710,"251710 --  - Pebbles, gravel, broken or crushed stone, of a kind commonly used for concrete aggregates, for road metalling or for railway or other ballast, shingle and flint, whether or not heat-treated",251710,"Pebbles, gravel, broken or crushed stone, of a kind commonly used for concrete aggregates, for road metalling or for railway or other ballast, shingle and flint, whether or not heat-treated"
